7.597779587172192040e-01,3.477508839529502849e-01,8.498880924707269413e-01,4.045059069684291695e-04,1.068774342313183606e-01,2.320169887711483008e-04,1.072764189445339217e-01,1.754193709408921609e-03,1.956024683927599505e-04,8.650715868280867138e-03,2.889466348747614377e-03,4.171520796245548404e-03,4.265494388849520591e-01,1.852660903559085034e-04,8.006474139728701755e-02,2.810766797333836414e-02,2.072152892166067017e-01,1.739479268651268618e-01,1.275202100426523801e-02,1.559959831751090872e-07,3.201531837635526857e-07,1.480248509215532538e-06,3.741783045820312148e-06,5.722656009710984475e-06,2.770591687870038418e-05,2.504974559581519337e-06,5.248314386588311727e-04,3.331094431846622121e-05,3.163056472593283301e-05,9.246637311411109181e-05,4.312066614911971906e-05,8.197949945563384267e-05,2.827002843711312981e-05,8.328777151538975753e-07,1.233783660331575140e-07,1.370012016908611162e-06,2.823465324724887562e-06,2.334744242282634635e-02,8.648127193534962198e-07,1.077127974179339183e-06,1.520636208615716073e-05,9.697928831606403607e-07,1.322604753814697244e-05,0.000000000000000000e+00,3.300694985355764281e-03,1.002509519784923985e-04,1.539568191098271541e-04,2.342821160366941329e-04,1.764948876421500439e-04,1.663084145927849560e-04,1.418023333906303783e-04
1.658138496420604180e-01,2.245160249558603160e-01,1.490187116487433627e-01,4.793530695674743563e-04,3.203661544265195560e-01,2.749479150818241670e-04,8.132746255287852666e-01,2.078778392936420690e-03,2.317954868490021924e-04,9.294138109971962925e-04,1.788969854553083480e-02,1.291761415591607129e-03,1.845157125848476132e-02,2.195465321246868043e-04,2.608070909166503720e-02,1.144593977285416828e-02,3.494738804188440157e-02,9.176245148448330946e-02,4.493543895933463372e-02,1.848604732019900651e-07,3.793922628201198626e-07,1.754144140769052651e-06,4.434138433507438387e-06,6.781539347329737964e-06,3.283244094139486756e-05,2.968478886558160300e-06,2.062548024371846922e-01,3.947458648729755125e-05,3.748328029907342136e-05,1.095757540754030521e-04,5.109943593972788580e-05,9.714845699083982219e-05,3.350093206215561369e-05,9.869880326976917547e-07,1.462075026776517437e-07,1.623510199322567555e-06,3.345901127544795474e-06,2.454723947591876676e-01,1.024832083985970423e-06,1.276432783415845941e-06,1.802004919429473591e-05,1.149237099828123517e-06,1.567331002202371911e-05,0.000000000000000000e+00,3.031250880708269424e-01,1.188007411760796857e-04,1.824439953775508787e-04,2.776321668788820653e-04,2.091523626645931731e-04,1.970810503792553659e-04,1.680405220582705255e-04
5.466641844164136545e-04,2.245552095374735938e-03,5.365751096465374464e-05,7.167398587817563893e-01,2.245540447585269491e-03,5.399595524492021292e-01,6.973343543334511996e-05,2.228122998448771319e-02,8.941429780985350462e-01,1.450492696861204443e-07,1.233572848834346831e-08,2.055485876806262777e-06,2.704589745815386853e-04,2.316429303975236099e-03,6.217744794701236658e-05,1.045882212265720537e-05,9.100965745634036859e-05,3.518796808619269341e-04,1.132371357111303959e-12,1.235128901012910035e-02,8.277235481903422523e-03,8.908703994039590679e-03,1.302642115154344429e-02,2.090864922954240382e-02,8.603213696315024916e-03,2.390149548086171680e-02,3.124862045132642367e-04,1.391856387388319960e-01,1.050267609559798893e-01,2.279240156387278560e-01,1.292076238859336118e-02,2.697850799868522012e-02,1.441570622637249055e-02,6.960573601406849775e-02,9.558291224811847533e-04,1.003827315963902418e-04,2.836644629852537892e-03,4.811180064971638066e-04,1.137464075676127207e-04,6.864527560950635376e-03,1.240714249266566772e-03,1.025679459325040677e-02,1.111038300127725525e-04,0.000000000000000000e+00,7.748861396769177309e-04,9.667311926828711655e-02,1.756309605293299809e-03,3.463480009134878735e-03,7.331852528401332919e-04,4.608319536052466538e-05,1.352140624453166719e-02
4.770351418517247699e-02,2.643906886307476056e-02,1.059971670311333353e-01,1.032228276302664394e-02,6.673355175988842092e-01,5.920667467802109667e-03,6.371891483603611128e-01,4.476395320243055365e-02,4.991432641930813700e-03,4.585803454942714158e-02,5.145247966758940972e-02,3.942824541265252392e-02,4.226469488791629626e-03,4.727666365582613821e-03,4.429205522650950244e-02,4.105626946205009203e-02,1.060639308230291317e-01,5.205929957527069551e-02,5.849464577691911721e-02,3.980744460069148999e-06,8.169748904429556928e-06,3.777335116360579529e-05,9.548375430737710587e-05,1.460321653408655246e-04,7.070065067138270798e-04,6.392256645143818002e-05,9.196095458777490961e-02,8.500369968280358911e-04,8.071566506957758612e-04,2.359580003438296533e-03,1.100363928569338210e-03,2.091973342229795294e-03,7.214016463533645890e-04,2.125358155403410059e-05,3.148399959296137712e-06,3.496030882035762314e-05,7.204989334231342766e-05,1.419456854036730553e-01,2.206850696725548133e-05,2.748642066755528819e-05,3.880397456409275447e-04,2.474741700703089804e-05,3.375055844033450405e-04,0.000000000000000000e+00,2.272353130917872666e-01,2.558228831168509517e-03,3.928708562151637246e-03,5.978469551100324374e-03,4.503840624045769327e-03,4.243899660608351637e-03,3.618547359876512007e-03
4.685822712557894711e-03,1.924812217572267198e-02,4.599342535050303404e-04,5.380304861999578997e-02,1.924802233476361965e-02,3.669955428730223845e-01,5.977317060328099074e-04,3.474805165104554172e-01,4.728490506332486370e-04,1.243313869301200932e-06,1.057377424283399630e-07,1.761893806370900606e-05,2.318283952079668985e-03,6.160129864924283050e-01,5.329643062495998188e-04,8.964952825886760663e-05,7.801043714365372321e-04,3.016195038331713398e-03,9.706308873887882146e-12,9.408972694932703218e-03,1.210469567234210078e-02,1.002182697248094447e-03,8.330833492784076076e-04,1.856593246482516170e-03,1.351405359226985105e-02,2.804352251487359990e-03,2.678527323008032639e-03,1.503848525236978033e-02,3.683610299379259153e-03,7.324470711776796816e-02,8.054585385866853617e-03,1.673574116819362282e-03,1.857383949368231549e-02,1.613686325624862430e-02,4.350240763454661479e-03,4.125726927869606368e-03,9.015981804490784055e-03,4.123982778699297747e-03,1.025763363131542615e-04,5.701318836320221740e-05,2.478205340877779467e-02,1.242959273659902793e-05,1.221915110270467520e-03,0.000000000000000000e+00,6.642065049168395865e-03,3.497144265201453800e-02,8.834678320293033738e-02,4.747267304151877448e-02,4.905600237004451025e-02,5.148454241730083397e-02,2.972150975511487700e-02
2.202693043703701781e-01,1.974797315851935589e-02,4.100251315674805636e-02,1.840718082095578901e-03,2.892945697462349641e-01,1.055801310258126140e-03,2.597013033649672176e-01,7.982518981260107102e-03,8.900957792470078848e-04,4.842956165268245128e-01,6.820347905153638646e-01,2.981169795541274703e-01,5.151605789072981612e-01,8.430597344623955852e-04,2.855913794884305523e-01,1.630615373318387851e-01,4.183410461622973607e-03,3.477201019267919246e-01,2.216783826747041330e-01,7.098651021358566833e-07,1.456868105612195395e-06,6.735921898714605895e-06,1.702711281360264509e-05,2.604114356112493265e-05,1.260767304039424374e-04,1.139897313630826367e-05,7.678046807065216364e-05,1.515826011002244862e-04,1.439359758038420364e-04,4.207714202557362579e-04,1.962220786528248056e-04,3.730505399539371268e-04,1.286437395081398182e-04,3.790038770874782971e-06,5.614375102669739295e-07,6.234286938135442704e-06,1.284827634864822208e-05,1.452332857497628214e-02,3.935360109004473685e-06,4.901507999381696236e-06,6.919707517909437651e-05,4.413075965441264456e-06,6.018558552229730772e-05,0.000000000000000000e+00,1.291917903393085404e-02,4.561954148879929444e-04,7.005858157208462184e-04,1.066108850009982395e-03,8.031460739723862924e-04,7.567921770039317490e-04,6.452764092165681493e-04
1.053004593782708338e-02,4.325464772367095673e-02,1.033570648076099444e-03,3.036361004352972626e-01,4.325442335967986246e-02,7.815032235615726464e-01,1.343230998934956183e-03,1.150258076566902654e-01,5.121916498123805228e-01,2.793992210544528011e-06,2.376153246576304093e-07,3.959352253967573257e-05,5.209679923848515096e-03,1.591388399386066161e-04,1.197684797802959838e-03,2.014616661318552164e-04,1.753061387813860438e-03,6.778035418617349948e-03,2.181215222991768344e-11,7.583687650130338867e-03,2.307320939447026159e-04,6.265915796542195770e-02,4.272358326842681103e-02,4.944307931564061870e-02,1.523170293056730247e-06,1.244040726799472245e-02,6.019223834783761842e-03,8.588184808374242640e-02,6.761139913967305348e-02,1.922376206283520073e-01,2.403245435184079778e-02,6.690716571363830578e-03,3.032874728127547600e-05,9.768480239201921683e-03,1.232340190760834600e-03,1.761950808457749939e-03,8.846904071998819286e-03,9.267471428257720301e-03,3.674796778589674940e-05,4.821433593450238572e-03,1.791949601184187485e-04,1.866567294113207279e-03,1.007068853440544649e-02,0.000000000000000000e+00,1.492614091061065205e-02,3.534053397913342748e-02,9.064661666057094794e-03,3.681577995269999515e-02,2.605955874950018417e-02,1.914664569801917751e-02,4.999994698404300331e-02
3.854163367937440358e-03,2.965979222337934078e-05,3.126214349781927804e-02,5.102234428658416684e-03,3.927495066764121745e-01,2.926545812430369955e-03,2.404065628792359521e-01,2.212651875904689952e-02,2.467231334255895383e-03,4.299789919257905324e-01,1.948341414986456965e-01,5.702685837475683917e-01,4.629123826035117656e-03,2.336853451068726488e-03,1.459866120668242839e-01,1.227872560004260871e-01,2.350336732714192467e-01,5.288354578260569955e-02,6.517379591020178164e-02,1.967655014122144160e-06,4.038251527363939538e-06,1.867111153775865827e-05,4.719697278102983506e-05,7.218270985198544103e-05,3.494685257762783861e-04,3.159649147424650691e-05,1.651457308859100026e-01,4.201675279022986341e-04,3.989720633552047506e-04,1.166324407798609167e-03,5.439024341117852266e-04,1.034048248396442606e-03,3.565839457623765606e-04,1.050550135341346280e-05,1.556232767140113422e-06,1.728064376793498401e-05,3.561377408775121402e-05,1.023698752917444332e-01,1.090831346344588031e-05,1.358635149512875067e-05,1.918054170138302572e-04,1.223248054450857968e-05,1.668267235204380519e-04,0.000000000000000000e+00,4.587576141913710104e-02,1.264515177352816154e-03,1.941934022363254455e-03,2.955116990552779377e-03,2.226217903612123881e-03,2.097730846677429897e-03,1.788623441650366054e-03
1.030937732148461648e-02,4.234819932639707907e-02,1.011911046005055988e-03,6.440264986957149052e-03,4.234797966419856508e-02,4.127109447461752012e-01,1.315082125918315241e-03,2.637680638301642439e-05,7.219086324712321867e-02,2.735441051431582387e-06,2.326358359428141655e-07,3.876379702028676593e-05,5.100505389646998664e-03,2.235902809304393390e-01,1.172586004435290661e-03,1.972398168280775209e-04,1.716324071272570936e-03,6.635994281648189240e-03,2.135505475082640299e-11,7.323576055715719235e-02,2.791336321561895262e-01,1.249678847967703767e-02,5.489651566564376917e-02,1.639028977676176002e-01,1.130202811708085897e-01,1.310017356227617946e-01,5.893084423529552397e-03,8.861933875334133959e-03,9.206061598222804732e-02,1.290076974194984127e-01,2.767119184993766523e-01,9.883704013362337726e-02,9.354021196488297718e-02,1.410940102153842857e-01,4.755026338152166729e-03,2.432717892315701055e-02,1.448094985466908194e-02,9.073261440082780113e-03,2.001594263991521988e-02,3.202409210379034534e-04,4.675050257450770810e-04,3.864511685277865715e-06,1.046274357862718093e-02,0.000000000000000000e+00,1.461334732152998715e-02,6.575972721553580364e-04,5.404053918806790875e-03,2.073162009122880151e-02,1.319747988658302382e-02,1.069514578032955930e-02,9.306066629429515444e-03
5.158972449499443259e-03,1.141823492470996244e-02,5.366444392777274842e-03,1.945440321304168772e-05,3.374018734810316222e-03,1.115868019247974901e-05,2.079768642730993322e-01,8.436660911180691677e-05,9.407351596168339421e-06,6.147360925599893999e-01,9.397554305446977896e-01,3.082899223805835587e-01,4.000917950883661756e-01,8.910231374616177011e-06,5.047926531745693390e-01,6.117545403584599972e-01,3.170747939374139457e-01,4.669166723244329575e-01,7.045377590517674093e-01,7.502507884366443307e-09,1.539752329837112112e-08,7.119142355572684654e-08,1.799582029707983251e-07,2.752267780137568958e-07,1.332494950159824793e-06,1.204748417291076215e-07,8.846692052111129398e-03,1.602064471778404279e-06,1.521247896344159688e-06,4.447099721463093557e-06,2.073855564599710251e-06,3.942741527721882916e-06,1.359625465500748534e-06,4.005661875050270680e-08,5.933788454571540174e-09,6.588968349906611285e-08,1.357924122713156792e-07,1.624770159940533247e-03,4.159250843123757858e-08,5.180364874960214753e-08,7.313383916806405471e-07,4.664144937596126604e-08,6.360966732237384986e-07,0.000000000000000000e+00,3.831127278746203346e-03,4.821493107226948083e-06,7.404435843241327624e-06,1.126761976145428190e-05,8.488387066987523739e-06,7.998476411525518547e-06,6.819875118774960051e-06
4.178512633736698040e-02,1.921977272093658429e-03,2.466000162758265942e-03,5.897051652154731852e-04,7.891042278236162973e-09,3.382438039570208636e-04,3.150077518455194400e-03,2.557334944697526886e-03,2.851572349204514398e-04,5.092913407993062691e-01,1.346094157386701073e-01,7.867747597252704450e-01,3.168521811772714858e-02,2.700884425667556292e-04,1.991575492913899015e-01,1.178048384529135351e-01,1.303577394709946324e-01,5.393606974628351730e-02,3.159935992613435718e-02,2.274172897020445379e-07,4.667323341220811057e-07,2.157966488620479492e-06,5.454923528244398517e-06,8.342720710729476346e-06,4.039081261593368118e-05,3.651853807499215351e-06,8.586752806468656019e-01,4.856204961263446262e-05,4.611232389004579383e-05,1.348012399690076766e-04,6.286306112620628070e-05,1.195130489764128969e-04,4.121319739208417077e-05,1.214203012015468172e-06,1.798660006497185056e-07,1.997259246059234811e-06,4.116162600134786171e-06,8.053402564462197599e-01,1.260759160153864321e-06,1.570280974960424655e-06,2.216845319651535482e-05,1.413803513217089521e-06,1.928147009541540826e-05,0.000000000000000000e+00,6.996111387731825948e-01,1.461499156898573941e-04,2.244445133808524722e-04,3.415459986230360537e-04,2.573014264655068247e-04,2.424511717002339462e-04,2.067252096928903001e-04
1.810636050991865260e-03,7.437614707841725716e-03,1.777219480050802136e-04,2.071809743997981082e-02,7.437576128567423631e-03,2.865088067791246584e-02,2.309678880644390161e-04,2.572825614141606085e-02,5.430082171466255395e-03,4.804255415856577366e-07,4.085783439440853812e-08,6.808086091872206482e-06,8.958018170047204933e-04,8.826015196851534350e-01,2.059412927000428453e-04,3.464123117268151132e-05,3.014380152868176115e-04,1.165479747791188644e-03,3.750588497955271340e-12,2.079637851062902248e-02,1.233967905262870618e-03,6.952868393566001906e-03,3.939534261850326236e-02,1.944210536003307677e-01,1.769921113719687966e-01,8.577137486963566648e-02,1.035002481337508841e-03,6.932151026859668941e-02,4.410529706472412527e-03,2.751171679458580543e-02,8.741605680771449838e-02,5.796811700787809964e-04,1.151508137129758358e-01,6.364044700323681636e-02,1.300845138275189862e-02,1.079363535343698215e-02,5.334244910513338475e-03,1.593537005309886984e-03,5.694644402916932552e-02,1.223420721247836344e-02,1.081290281385672292e-01,6.336119278802301857e-02,5.451566419442713252e-02,0.000000000000000000e+00,2.566542348865864364e-03,1.436920207154994758e-02,1.463955454095460240e-01,1.234128638872064171e-01,9.496287832046598765e-02,1.062694565751111375e-01,8.634526901047262504e-02
