9.994924136956413463e-01,5.407935134870162086e-01,5.632821745007050851e-02,1.042279806209242959e-01,1.904391433635295103e-02,2.529752058533230735e-02,1.099750537272207174e-01,6.340328338159905569e-03,2.822369487241079000e-04,4.546344970537372771e-02,1.505211845748024302e-01,2.156027146583397100e-02,3.106444917459309091e-02,1.154039242953950294e-02,1.611645720313350377e-02,1.165051178114783837e-03,2.249295073906848463e-02,6.332611498127046490e-01,3.690319493914676618e-01,5.397702316861953224e-03,1.317596020383294533e-03,1.475604790491162426e-04,6.422900017058949355e-03,4.590991323732114895e-03,1.870382460677212384e-03,8.116022210199712317e-02,1.230615602891305463e-03,1.029406074223007846e-02,1.235139505681359747e-06,6.576733899084555475e-03,8.359641683110281135e-03,7.374528361419619912e-03,4.992202639567779217e-03,2.588386953541036307e-03,3.096027997527491925e-03,3.217887219752674287e-04,1.312718409274638367e-04,4.766337607898694863e-04,8.245172037469458357e-04
5.283783606649083975e-01,9.477357122537366507e-01,5.230753087139979746e-02,1.865422938671779576e-05,1.264508993772777562e-02,6.183552138080529448e-02,9.687566806673567066e-02,9.700439809958144978e-04,1.769536350153153026e-02,1.236534112967440785e-01,7.023876486323454849e-02,5.629667816259452048e-03,2.050675178551927269e-01,2.529308034576284100e-02,1.606906092096685099e-02,7.500011155911674721e-02,2.228008910768899259e-02,4.235315272368782025e-01,1.564242515360489801e-05,1.414354784815662807e-03,2.033277929850783525e-02,1.268422112111499940e-03,5.324117059389866027e-03,8.510223076973962714e-03,2.206972384253436982e-03,1.054918385100604011e-01,1.734290115241489188e-03,2.205932202335836659e-02,1.258343679307100463e-03,1.150337221949168307e-02,4.002975861203073894e-03,4.861646359408730925e-03,3.733639534666393592e-03,1.996543633328471193e-03,2.873555385179696591e-03,3.324215880948911523e-04,1.347675066256849455e-04,2.414598510180498262e-05,2.057921746257421917e-07
4.000063265489380016e-02,2.739318055042591973e-02,8.977956301270793027e-01,1.377818134926850780e-03,5.937759356643283054e-02,1.330216047914746687e-02,2.854927427925036494e-04,5.643751850649136870e-01,2.347404048997065937e-02,1.885073846967132705e-01,1.102087125865241699e-02,5.964213003213048037e-01,1.067916455906371166e-02,1.045803494000858112e-02,9.907000081467873254e-02,1.138004602408376704e-04,2.634781064142218687e-01,7.068537959736592886e-05,1.223111694044248625e-02,9.365026482706404560e-05,1.691764548322137972e-04,3.887133425313325785e-02,7.110906066975086759e-02,7.566089464377459409e-05,3.135916867154309390e-04,6.983995864027352273e-04,9.563192089421083258e-03,3.164527873722641771e-02,1.485973690525761552e-02,4.928551643852860549e-03,1.024222674351317475e-01,7.305162016587996021e-02,1.296600372355569131e-02,1.416772115975559881e-02,1.298653113845274834e-02,1.241756284764182830e-02,1.094434456721879098e-02,1.446604689775782826e-01,1.661919940242290727e-01
1.557213867204471358e-01,6.394509579773439978e-02,7.567739137743385684e-03,9.900925068420904918e-01,4.016388190826965521e-01,5.472099369668561621e-03,4.736093315465486620e-01,1.594923917656685536e-02,1.857882596895070182e-01,4.953801493833365557e-04,4.564828181252203292e-03,1.681277081209413445e-04,4.281949384687402937e-02,4.940806524768219608e-04,1.274181462996947303e-03,2.199429472058617163e-01,1.548168421485315028e-05,1.314712061321689773e-01,1.556449547748685325e-01,1.809560936125873334e-02,1.232550032813229945e-01,3.908664862021226651e-05,3.888936268906227969e-03,9.965408242848544261e-05,7.448725758732611252e-04,3.561208541485569312e-01,5.766376128279681289e-04,3.091462645649834169e-04,1.410558307916391348e-04,4.294990681210838872e-03,1.563799515418415245e-03,8.443331008031495274e-04,6.978204493202220171e-04,8.474408802876893989e-05,1.524007635343349511e-03,3.216237981365237708e-04,3.873810106416646429e-04,2.691757991925959453e-06,8.752203520265226230e-06
3.240834869798549234e-02,5.181326230860025528e-02,9.575035542039912490e-04,7.562025301207808692e-02,4.159603869280678046e-01,2.693999149686807787e-02,6.723096977063969248e-02,3.382590451968080225e-02,1.266691049747397692e-02,3.261067995947922737e-01,1.988870349542728750e-03,2.251441217472247101e-03,1.172074147080847881e-03,7.393867294810504975e-02,5.893935632613699349e-01,1.640055015012417683e-02,2.669931538915792935e-01,6.733724769937142647e-03,1.501845599918250301e-04,4.459177672679508382e-03,1.381359615438981434e-02,3.902002225294207149e-02,4.093230961035739246e-01,8.163678899584977944e-02,2.339870697306135113e-03,2.635856781726984908e-04,4.236922399176237808e-03,1.585999181883875064e-02,1.244782323761579662e-03,1.264170873793370731e-01,5.776323288764796671e-02,4.492502825100752801e-04,6.015738404787437802e-04,5.862168314694804136e-03,6.169896433030529204e-02,3.107376154338073460e-02,2.966338378231190079e-02,5.922210186344914126e-03,1.446361310668268845e-03
4.414359278984312379e-02,8.032724271486010870e-02,1.335525887164892567e-01,4.812048995948028235e-03,7.231436613952591831e-03,9.706816734138933311e-01,1.474306413575228794e-04,2.705530320885270457e-01,1.230020658417308593e-02,2.018390754660921022e-02,7.168074211862381778e-03,2.206248369650332108e-01,1.431027619030233664e-02,7.693374918693142439e-02,5.223019091338025610e-02,2.130698936420035523e-04,4.459100953528646188e-02,6.241364511105974497e-03,6.070304497919651147e-03,3.324396985113025303e-04,4.048105228591769838e-04,1.310763369617327229e-02,4.683978673136813403e-02,1.174813245310419585e-01,1.670816739447767221e-03,3.742082210053912939e-04,2.852035347497958954e-03,3.330112519354285795e-03,3.710726520034290377e-01,1.668600097717751977e-03,8.794358569328843134e-03,4.946897362391450628e-03,2.086707949792806494e-01,7.016970316398464524e-02,1.842583038210539184e-03,2.767753658478261901e-03,4.762378081896454841e-04,8.553229066919632029e-02,9.616547849557205430e-02
8.750724042551973059e-02,1.397709894861170338e-02,2.911815222138346235e-05,6.065808967118212491e-01,2.993341942239813869e-01,2.307480044889575663e-04,9.920853055880711757e-01,3.579891049121557145e-02,2.893840461918231188e-01,2.770016556014106429e-03,1.506536208525413589e-01,2.405096802016264395e-03,1.170583383206824559e-03,2.942455978415459210e-05,2.100201979697496549e-05,1.258261101645650193e-01,2.511411650982415394e-03,3.523362421575723658e-02,3.708883835200464663e-02,9.823490224934211534e-02,2.256114861376204705e-01,6.423478279260735457e-05,1.935671400644881722e-06,1.665620403884936516e-05,7.366111841209758971e-05,4.728463941568258194e-02,9.051276633974883468e-04,4.312172132678148274e-04,7.671135116520965444e-05,3.111544955378546832e-04,9.013202828797532385e-07,7.391808023062893646e-05,9.308035422166271327e-06,8.884189937738173778e-06,5.037859854543684966e-06,3.479886408105622634e-06,1.873292455982588262e-06,3.548611332600978159e-06,2.022155915039697206e-06
2.783149771485825697e-03,4.543073442939714107e-04,2.130702823361788345e-01,2.630799608359441974e-02,7.649834061555247982e-04,4.812362352881285332e-01,4.237441036124167670e-02,9.928213983238189932e-01,2.819104844258142964e-02,1.531343906174314484e-01,3.345882249434250816e-07,8.188555031488912173e-01,2.512585062649440662e-02,1.182605743040796541e-02,1.454950338121223895e-02,2.922911279007476062e-02,7.747944440784566844e-02,1.530857094083033516e-03,1.468131448840914103e-05,7.818709204042924299e-02,7.258779403618513537e-02,5.985057535849376553e-02,6.319422474321406691e-03,5.837853315856898762e-02,1.234113076476812303e-04,1.285949938304168944e-03,1.206837354391263181e-03,1.333081127998657356e-02,2.409274720722379415e-01,5.931320497176479148e-03,5.366160621451224189e-02,1.152242871404752893e-02,1.621776577402729014e-01,3.744081441071325095e-02,1.589839909245232760e-02,2.061564792827711920e-02,1.444351690823549896e-02,1.272767571720650852e-02,1.447515166488367276e-02
3.374434251446820337e-04,9.963379888429176219e-04,1.258652039610130662e-02,1.850294492052291240e-01,1.174811640261294032e-01,2.586807302304566791e-02,2.497955158013929755e-01,1.321160690900708735e-02,9.989198461074743074e-01,1.448644740693934806e-02,3.151898420494405039e-05,2.233112478437011827e-02,2.182529465930135026e-01,5.351213635227729205e-04,6.954467973454525305e-04,2.164717103513799368e-01,7.394178885977907741e-03,2.368080945642583174e-03,7.293145726052888990e-05,5.389014616560235948e-01,6.371413744638382282e-01,4.753514791462861745e-03,2.797157885393151034e-04,4.392966410466546054e-03,1.773992902652978139e-04,2.638016943233463096e-03,4.061831316336994482e-04,1.619906668736253823e-03,1.136594506551938562e-02,2.441630445684279276e-04,2.633554572348105732e-03,5.421119902978242810e-04,8.149717240115728414e-03,1.997069807134701277e-03,1.027130328127981830e-03,5.522476874255427721e-04,3.354824608943084065e-04,1.118073326901028192e-03,1.241889238608949800e-03
1.201201593974053905e-01,1.289571412210590851e-01,2.487135643414329321e-03,2.273295812360031504e-03,3.723356437643971558e-03,1.103623517093573966e-02,2.377132142147934390e-01,8.662695412198738454e-03,1.665065489207960894e-03,4.886477728068770732e-02,9.668027386749882268e-01,2.383647909364050230e-03,6.830932508256593039e-01,1.977428468588813062e-02,3.821567022613612369e-04,5.623546694902104709e-03,1.608256138866358482e-03,3.389352122371141335e-02,6.235045185848563376e-01,2.152273550637687216e-02,3.438551703954498620e-03,4.371644951793617252e-05,1.572735631899368569e-03,4.839943414881100157e-03,7.378179682181470285e-04,3.628068096958478872e-01,4.352671067390631067e-03,2.760984732617620830e-03,1.910863191020003909e-03,1.101805903893874998e-02,1.883879022720136786e-04,1.163197291406010010e-04,1.146472887943575435e-04,1.784587739941720765e-03,1.142039124721220189e-03,1.705381706092244090e-03,1.461817508823371478e-03,4.960819664606659412e-04,3.857708054153258649e-04
