6.578800422866323827e-02,6.761148914371868657e-02,4.444234301659150121e-01,3.496068472470628718e-06,1.524128514518554439e-02,3.753820890853520192e-02,5.254862789183746465e-04,1.026760614501050354e-05,4.769983374314556296e-02,2.472610150860182938e-03,2.067837016588829346e-01,1.562196312211861296e-02,2.121248597591605435e-04,4.834176056469622340e-01,3.876321803514334863e-02,1.254373499225374181e-03,2.749879428683622449e-04,1.064787366233297766e-04,7.986870904077768285e-02,2.385682593205890600e-01,1.174104818525448929e-01,7.137255974043546503e-02,2.150906491827508579e-02,2.450283105557356511e-01,2.138344953727026529e-03,9.100669394747404328e-02,2.060637333283781361e-03,1.487098044428180887e-01,5.056229462102565519e-02,1.412825148943222704e-03,1.289919742167658021e-02,1.563686281434149491e-02,9.995422259925975175e-03,2.518625567037096019e-04,2.858025871714852187e-02,8.705109859709539010e-05,0.000000000000000000e+00,5.053281429214320514e-04,2.322324589764941660e-02,2.077431940083561586e-03,2.938578656761420271e-01,2.347558847737439280e-01
9.270891529567093503e-02,5.049145741233358742e-02,7.220899403392643245e-01,3.550672569428436366e-05,2.845546292295892906e-04,2.943608829236896499e-03,7.022076364367721467e-04,3.504568616635344355e-04,2.863545059891203226e-01,1.599415429457289733e-02,1.628550786518221938e-01,1.008043480759509810e-03,8.205965402926849832e-04,2.845031818408869650e-01,3.953102536294328395e-02,2.353465336010546541e-03,1.363634904143241357e-04,6.282447921212391460e-07,9.910781557412259857e-02,7.667630244759342240e-02,4.854511724438059089e-02,1.177822546423582840e-03,6.893846782738903556e-03,2.892288079155606526e-02,3.947361775215528501e-02,5.710710674194942847e-03,3.353846994206283877e-02,2.596945397863774027e-02,4.516804609048175739e-02,2.673014765535325268e-03,3.420616353095901757e-02,6.716642663798840646e-05,5.359661719502711690e-03,3.458159567761633080e-02,1.192529302807475086e-02,5.882104391615511699e-03,0.000000000000000000e+00,1.893381785143518833e-02,3.530610615485978154e-02,8.998152399928622050e-03,1.998594291597668160e-01,2.698704631402947807e-01
8.394955055498475038e-02,1.182379541736184314e-01,3.483285834939561787e-02,7.277516609546574897e-06,5.009511943553619506e-01,6.317559800353683697e-02,5.804603621873079050e-04,1.148906931703914860e-03,3.439557051086328809e-01,1.166746780148161404e-04,1.362863321799756512e-03,2.428789304896018797e-01,1.608553883215374731e-03,1.314128344425251893e-01,6.775940416875270156e-02,9.821006069979746136e-03,1.044888175450118316e-05,2.057261847057807042e-03,3.523476912131770500e-03,3.114028450744106211e-02,4.574106997635232763e-02,1.037534169884828800e-02,4.724019051190147395e-02,1.389417601622747363e-02,2.733421371100850372e-01,2.868975923744452872e-01,5.287080279459712567e-02,3.030961784004623794e-02,6.480407392161123548e-02,2.649247350599833600e-02,1.142428910203479968e-02,2.774706819159825089e-02,3.711378525768678494e-02,1.581995896913393831e-02,1.199851116606143051e-04,1.673249617959301494e-01,0.000000000000000000e+00,3.635349578858949049e-01,4.379661230950888939e-02,3.947847396075115922e-02,3.462324263310371467e-03,4.763988281780775179e-03
2.040426591804199441e-02,4.253444356606751742e-02,2.858199420948607794e-01,1.354529600679745156e-02,2.454380842984346112e-01,7.854405687430697780e-01,1.025334862712337300e-02,1.203080445247887639e-03,1.867781979179214957e-01,1.178680753245540036e-03,3.961729841216149570e-04,2.924183970935625432e-01,3.747088959224088595e-03,1.628298009709940597e-01,9.154494548428359149e-03,1.247281148699280143e-03,5.262712063904057512e-03,9.461836819247775683e-04,6.310964811511264594e-02,4.692240742559428135e-02,2.600068215275693623e-02,1.681967926721562260e-04,8.242569588402606090e-03,1.255646100812521926e-01,9.387100142365146366e-03,1.044919698535887349e-02,4.715850326846980356e-01,2.345614580184926870e-02,3.098557927226644471e-03,3.567099540333736746e-02,9.893837971179051402e-05,4.817549332561205100e-02,4.453256342949236946e-02,1.988086030993578002e-01,2.091527038612030903e-02,4.730819642743642746e-04,0.000000000000000000e+00,1.756469036322293132e-03,2.752167081430549611e-02,1.778520311886236382e-02,6.600798160660614755e-02,5.680514696873582153e-02
1.504649553742608004e-01,6.170929100221612673e-01,2.893828080013060612e-03,5.248651767571879123e-01,2.153918469532141791e-02,1.212043848423373094e-01,4.083243785612616916e-01,2.650141344397201684e-03,7.616889872104926074e-02,1.952341666527480230e-02,1.045246366189569835e-02,6.274467781289297733e-03,3.159780725846524363e-01,9.079909206611577396e-03,6.287056711136432274e-02,7.087811352625492112e-02,2.912292842646149738e-01,2.375293490310981161e-03,4.159697394621979585e-03,3.206922891021643691e-03,9.840699251589372226e-03,7.357583726605384806e-04,1.669511391511373788e-01,4.235962118329255916e-04,3.298610020891034472e-02,1.827588389751161032e-03,1.376427735023408316e-01,7.741436712055555121e-03,4.313298536963067024e-03,3.982076705469230621e-02,1.454173330556757238e-01,6.473864817010006878e-02,5.289807585848551458e-02,3.192308434660921790e-02,9.623644509244731662e-04,1.815221586309626045e-02,0.000000000000000000e+00,1.842829580430492206e-02,1.872869447799444865e-04,2.698758262518317734e-03,5.151069678614529678e-04,1.035756260807731838e-03
1.922936617121041207e-03,1.915210818502793150e-02,4.744381686100222761e-02,9.614445778014919092e-03,1.340991782424077322e-02,7.827904315166269063e-04,1.278011848562141291e-02,1.204914992184136571e-03,1.941247307232993324e-01,3.795739206670090127e-02,3.669678801719408190e-01,6.136817744183124118e-02,2.439485693148686410e-05,1.285047171505655436e-02,1.671768981679333868e-02,9.262694780565960961e-02,2.850232286572620548e-05,5.116214174937653344e-04,8.140346610588938825e-02,5.492833735610425094e-01,3.167185521596445619e-01,7.444283099854220702e-03,8.353000380931234481e-02,3.100081442946965929e-02,2.495810938892738529e-01,6.379036099002516336e-02,6.575308888325025278e-04,1.771515958253218337e-01,6.898434622744299693e-02,1.311001541723567053e-02,1.794314835439091843e-02,1.748923535915060390e-02,2.059437006783484611e-02,1.183745012979237933e-02,1.319654920912958270e-03,7.329726321634488784e-02,0.000000000000000000e+00,1.144185743219469503e-01,2.462605218350163647e-02,1.684759430021660204e-02,3.632135568945862175e-02,1.464172769561201959e-01
2.177607379726610910e-04,6.254777866487093224e-04,2.931195302674661010e-02,1.060011211858721131e-02,2.262149519944611498e-01,5.837903287610274328e-01,1.121467616667956059e-02,2.569609621624629851e-03,3.330602741527875499e-01,9.819129061355003876e-05,1.594358827074341400e-01,2.557318727127530500e-01,1.744832491187225422e-03,8.865660552596741836e-03,1.415038878233971197e-03,3.919980524407893512e-04,1.389196880410317010e-03,1.298136413833945058e-03,2.957600015256611758e-01,8.360922969701204549e-03,3.940408060067102612e-03,8.367398216461004179e-02,1.111597063910525502e-03,7.384304662665086821e-04,9.139886200633929561e-05,1.614035671782894366e-02,5.391827502696726615e-01,7.449124825557340568e-02,3.272502673031594395e-02,8.164309958284494961e-02,2.482267347536408746e-03,2.912108710823660407e-02,4.063741936943687794e-02,1.182977348439458870e-01,1.637150987149464144e-04,2.249249499789165863e-06,0.000000000000000000e+00,1.097276317805487224e-04,1.061901991610751661e-01,4.753834312845253013e-02,1.180379033015240518e-02,1.321813025318592516e-03
4.122713208388382317e-02,1.259644796224886065e-01,1.421277219463998277e-04,6.333772589439188964e-03,2.606124763547529311e-01,8.723172119021378734e-02,1.227113320268350197e-02,7.581842166374542493e-04,6.437552387979692241e-04,1.261061836846273480e-02,5.850935408211863781e-02,1.857279496074822900e-01,1.284948959299089225e-04,1.263821728179845283e-01,8.221005641588621793e-02,7.714438045846483405e-02,5.596240733685367037e-05,1.150318261333936859e-05,1.990093265782932608e-01,2.756283727298404207e-01,2.998996763466776905e-02,5.639333362549320272e-02,1.353651656079498389e-01,8.963246862057677733e-02,3.683338264680693364e-01,2.073696542962248091e-01,1.568310559873988333e-02,1.519924840548174116e-01,1.478852919748635530e-01,4.619969689796070823e-05,4.561668891168296769e-06,1.011050546299849251e-01,1.300311756776090788e-01,2.077520239015752737e-02,8.639311403715286023e-05,1.520546670388664978e-01,0.000000000000000000e+00,3.562384084989542177e-01,6.585963351858113712e-02,6.834216193369355152e-02,7.419396985866307838e-03,2.382529798379208127e-02
1.899174338873703622e-03,1.240831576094114826e-02,1.121694321871782689e-02,4.648528424495279175e-04,1.675567958899180920e-01,1.827224449171371001e-01,7.361290985272406998e-04,7.606056076484271102e-03,1.923111263220139144e-01,2.237641087562067255e-03,1.222718804917338337e-01,2.154533620493816748e-01,2.649864263614049031e-03,1.945976665517568224e-03,5.318452013653081692e-03,3.434556061819850521e-03,1.454076948153083283e-03,5.352383760410345422e-03,5.276005896903728232e-01,9.617757951216629464e-02,6.974091695898787524e-02,1.605470791305438349e-02,3.967661541653877064e-03,3.406819183700611486e-02,9.171538860116669467e-02,7.441293999631044820e-02,2.293854264061547313e-02,5.541526457809109810e-03,1.288779115476212933e-02,4.623060444672705827e-01,4.095233405995375529e-08,2.115240021099391299e-01,2.067151811711006315e-01,2.292740766383407347e-01,4.617216678705538327e-03,6.031493944021444099e-03,0.000000000000000000e+00,1.285304835551847810e-02,2.227947418692923787e-01,2.212931872070477424e-01,8.166465289564410132e-03,3.500999343578149042e-02
1.050516130379217225e-03,5.745511342018540517e-05,1.363430187779816061e-01,7.671711329954945639e-03,1.184825965038439378e-02,4.189607452872707791e-03,7.453995322677143404e-03,2.452929043549960636e-05,1.741400437115835434e-02,6.449968249262945721e-03,6.365486607377664197e-02,1.634475835956823025e-02,2.684654976179103123e-03,4.353387756835915001e-02,3.645527965644553871e-03,1.252608838305738041e-02,2.546943126358997347e-03,4.468790064470841822e-08,2.691690064513991079e-02,5.056103385639316300e-02,2.906161826131425929e-02,2.261718817432159800e-01,8.975981637938305543e-03,1.620355858436142715e-01,5.789762644591988500e-02,2.119163608082596795e-01,5.117242366298176137e-02,6.653622294257728331e-01,3.536721240453998827e-01,1.820453170472156879e-02,4.214993234399686938e-04,1.134722804177346576e-02,3.363948843119519581e-04,3.479574358097049363e-05,1.161044547984855374e-03,8.854732134014723938e-04,0.000000000000000000e+00,8.191418892743593250e-03,3.945219521388074885e-03,8.192485659921809528e-06,1.134758256897966909e-02,7.682809603112807605e-03
