9.723747849246212605e-01,3.214899543876507948e-02,5.869400839585711162e-03,9.215930469708878562e-04,3.141311759014940308e-01,1.299278519711365208e-04,9.580425881537561533e-04,4.372470927483595830e-03,2.939504593112597566e-03,6.385024857354738848e-03,8.382765340037815968e-03,1.719643991900887084e-04,3.660497218602553997e-03,1.727610889324176016e-02,9.521807890533976609e-04,1.529439472159326713e-02,2.400396224148788893e-02,4.417191532306855711e-03,2.869904679007359398e-03,4.966693155078199529e-01,1.693759707148908833e-01,2.495449108299878371e-02,3.518365072645031646e-08,1.402006569621031191e-04,7.151881931338175541e-03,1.400832664982563751e-02,1.140722178734558750e-06,6.303592204803067957e-03,3.534081734016680017e-03,4.098219298395912313e-03,7.374968934701781065e-05,1.035289242267677448e-02,2.991561269993100146e-03,1.759695092400932879e-07,9.411632891930027736e-03,3.734647002479020254e-03,2.173533680930276202e-03,2.949994894694167764e-03,1.078746833557693140e-03,3.310035533393899162e-03,5.094653876243121624e-07,1.800817964489649721e-05,1.742303637337929331e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.223087694194639687e-04,5.271968802200216984e-03
3.502594321567245855e-04,8.520013822580574381e-01,2.886571462823809067e-02,8.772855132510237741e-01,5.555681908334644259e-01,9.796558323032947095e-05,3.550322371513101732e-02,5.816816536795045289e-01,2.610120616059780508e-04,1.179473161944637888e-01,2.071957807851301792e-01,1.646021664412707260e-03,8.012168999968626200e-04,2.537819870665054475e-02,2.763611900771752172e-02,9.659989916752872302e-03,5.120910831791579410e-02,3.997273218487165723e-04,9.300417894308836420e-02,2.753374494784976284e-02,4.537269724403559801e-01,2.815214804835790008e-01,6.761777281704811886e-04,8.580459263487705962e-03,2.440412988896983187e-02,2.008589409235058895e-03,7.137620441883471556e-04,2.766563381910846792e-03,2.291542066483807753e-04,5.231126269576682379e-04,2.805685838399245898e-03,2.908896329929401298e-03,9.968283915438444704e-05,1.026742491536755894e-05,1.066013788169346703e-05,3.456305302793120883e-04,1.781554588232285878e-04,2.810603299612904099e-04,7.135891569629246333e-05,6.299497263622340685e-05,4.582059955677536653e-04,5.338604007772472602e-04,1.173154607460442228e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.216857082806949777e-03,6.545222051976847605e-06
1.125116093533689698e-03,1.003965049662353549e-03,8.284888420753312444e-01,1.223195173252671249e-02,2.978758477330387317e-04,2.041777039384391201e-01,7.912493915052176696e-01,7.455421817214578917e-02,2.687330152800920108e-02,2.401018494563678385e-01,2.025685744156159249e-02,5.593573467515726705e-01,1.966897942188607085e-02,1.985086042130129464e-04,1.901703002466610876e-04,2.075990563381374318e-03,1.388224195620993331e-03,4.073506614235943256e-06,1.220819665801027533e-03,1.389549091637312227e-03,7.644341156098863679e-03,1.216860728856163304e-03,4.011458935683919966e-03,7.257709678972973540e-03,1.951902776834149242e-04,1.333908757697420942e-04,1.057936955129542694e-01,4.006792432923445002e-02,8.611969773493716260e-06,2.805905080121598102e-02,3.015493024096553478e-03,1.811201439268703695e-01,4.552325818444596245e-02,2.756552904221640831e-05,2.379084138551557093e-02,9.475342603144621366e-04,7.103240464296835602e-03,4.263261709998298395e-04,4.470570521450518975e-02,2.438911565508361263e-03,2.743954215535908837e-03,8.017068790966455335e-04,8.136619361627617599e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.380564044811702099e-04,1.880037133057954070e-04
2.138918975063075923e-03,4.537922681874100861e-01,8.204786523132127918e-02,9.270206580428457244e-01,5.709767720133052116e-01,1.565364592295089008e-02,6.638748014713906180e-03,8.751337847162344863e-01,4.339603969696628760e-02,2.820200450510710333e-01,5.132791236479831154e-01,8.853860889325940869e-03,1.960805879656714670e-02,7.236547246853718141e-02,3.819601385037115632e-02,1.882904322441589923e-02,4.991111908295918194e-04,1.940425218712059927e-03,2.029838846272622940e-02,3.100549709564905283e-03,3.207293652705269782e-01,2.730580214330368682e-01,1.464374085329713893e-04,9.420961612372919999e-03,1.469398432057970362e-02,2.138750627812836032e-03,6.163084663101539920e-04,5.320365646281803758e-03,2.956685149650042921e-03,3.153758944434786014e-04,2.734488996614567436e-05,1.804989923415062847e-03,3.634559289854234678e-03,2.112935167847907261e-03,4.526534790570543247e-05,1.510449636875738208e-03,8.067362751405542836e-04,1.330396904027118728e-05,4.886185385282813386e-04,3.641845156224115024e-04,1.196407702190555673e-04,2.713842022892043785e-04,2.552445925603739896e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.126659012455004228e-04,8.368461169861547352e-03
1.454067733701256727e-03,2.955007484040866536e-02,6.865342985726307409e-05,7.746017047505732861e-03,5.366920451788716878e-02,8.666584439779272397e-01,2.343600669637617775e-02,2.155271237358001146e-03,8.405010723081599577e-01,2.346419150042264659e-02,2.025909714421404630e-03,2.143609438592507521e-01,5.596133883106925166e-01,1.118991714076011112e-01,1.878297271557173196e-04,1.031255599092946928e-03,3.566839475224762353e-03,2.064811291187058362e-01,8.846197574552886259e-03,1.131362116001097262e-02,1.680927348268610106e-04,4.161331126556346884e-03,3.850797795112623299e-03,2.370413138939516610e-03,2.763733168035042986e-02,1.754368534833792778e-02,3.027185235775871341e-02,2.864710172629107888e-05,1.504200124866409902e-02,1.420585461453004010e-02,4.316807124099359544e-02,2.570828552832674779e-02,4.843867981805167512e-04,2.864686900016564066e-04,1.215911007254214882e-03,9.499024811202876799e-04,1.188202714576045435e-03,6.092478288072526033e-03,9.150075642406801284e-04,6.534026645643377875e-06,6.356036808919071288e-03,8.056091109461175834e-03,1.117137646917798011e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.087716047819765164e-02,6.090485707667268184e-02
1.351120723503550225e-01,7.469292498928827018e-02,1.532184809216939961e-02,2.561371950011113174e-01,2.169242865916056959e-02,3.820773193444991327e-03,2.054338468363370394e-03,2.694652112648248110e-01,7.750002893110424784e-03,1.625704795770275823e-01,2.736927686041675800e-01,1.503900540688450681e-03,1.980140123295212606e-03,5.471914723002976322e-01,6.659822931144867564e-01,2.290475140569517287e-02,8.647770388039677583e-03,6.095633960581494162e-04,3.062130325203906269e-04,5.791372769084444927e-02,9.790151184524924222e-02,4.949684301299248079e-02,1.286991609226690388e-04,2.526643055399936232e-03,6.656757186531296394e-04,9.960446135776172827e-04,1.110731989054848656e-03,3.147939888970644699e-03,1.191354896508937987e-03,4.608266700809780726e-04,1.165620612058960098e-04,8.570694561191577812e-03,1.140510998552539748e-02,2.115002040190363565e-03,1.350919123819806743e-02,4.071450547643579686e-03,5.745797628845452677e-03,4.902402073751080912e-03,1.131520373081125810e-02,6.857888222654034450e-03,3.290599470730270690e-03,2.141460615549724885e-03,3.713771414064741521e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.812412350093790182e-03,3.028956383260283068e-03
8.087159833081657926e-04,7.167132417351310299e-03,3.641759521835833402e-01,2.061307314982566488e-02,3.007415153283249376e-02,4.124016075785151281e-01,9.184476182788001708e-01,1.519714802973090029e-01,3.018821812719296466e-03,2.412398848186263767e-01,3.941469302597906676e-02,9.189943515932064155e-01,1.265489392514125046e-02,3.797046606798302028e-04,8.160610463963322838e-04,1.189775066141567631e-04,7.801999770384972829e-04,1.168557966309490513e-04,1.600748055488679551e-03,2.988666811210409784e-04,3.721612324275507932e-03,6.199226848263396546e-03,3.111831734463201102e-04,2.185050541376691319e-03,3.513075877781351997e-02,2.166569425320004350e-02,1.331710580895011375e-01,8.358167768234089912e-02,8.874946744607416617e-04,4.533549842194450896e-02,1.322422614095187035e-02,4.268101624975793873e-02,4.865882683033297129e-02,5.209217696655133248e-03,3.537316764655685369e-02,4.675338307386547008e-03,6.038428996496907189e-05,9.893652138293894144e-05,2.956632075495478629e-02,1.594267457995178364e-03,1.696208562205880899e-02,5.118851163429261227e-03,1.244083511222614062e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.587799194481124396e-05,4.017737586362851027e-02
4.811626083806442959e-03,1.159479002865282798e-01,3.862234559441724696e-02,3.717408154327616621e-01,1.977311739164736570e-01,8.860862340136586163e-03,7.771615411399994747e-03,5.698779975169542267e-01,2.356211384479826171e-02,6.548439226487378084e-01,9.631837108541196901e-01,1.820558303123233227e-04,9.543444988958446271e-03,1.110336176285431076e-01,7.682960054493209734e-02,5.581795127825068814e-01,4.002616866984895494e-01,2.620908882755385201e-03,2.848020871131344278e-01,1.666251146575991049e-01,7.928812587680275636e-02,2.989050301081278005e-01,4.598216492833755577e-07,6.762712589085864874e-03,5.106973323213209563e-03,3.641785353951543236e-03,4.919202149864016285e-03,5.051588390964657435e-03,1.432296448629176997e-03,7.389596983913543750e-04,9.800379083878705752e-03,1.770591696305640441e-04,1.216909381989400227e-02,7.722734174213520542e-03,5.266316258763610418e-03,1.850826235760298026e-04,1.230369948515371752e-03,2.023011245520150558e-03,1.371353785187706561e-05,3.263180436659375805e-05,2.996073788626139357e-03,3.758355868616599336e-03,5.674239082099013327e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.423842531876432636e-05,1.138902391146205152e-02
2.213266948550801465e-04,1.857093951912943417e-04,1.942441332169391952e-02,1.746049711292993814e-02,6.963538493864598888e-02,4.387666915190986394e-01,2.721840253027462131e-01,8.433744263252711260e-02,1.229415911273507717e-01,4.125878767028495070e-02,1.596334633442662507e-02,5.327160703815639886e-01,1.004501278158654171e-01,2.954246315755070310e-02,1.692080495759266804e-05,1.360007438104017248e-04,1.867886046753356854e-03,7.364827313080965498e-02,1.786749480046532059e-03,2.647738277406025694e-08,2.901307933037628253e-02,3.297463657647276523e-04,9.990952767522211578e-03,2.213830704184100162e-01,1.705662211946700965e-02,5.113440859334612149e-02,4.354981682333176618e-01,3.618133350171396506e-02,1.015666573981574144e-01,2.271249904972042488e-01,3.529113348281412432e-01,7.277735191126215308e-02,1.371429584916901145e-01,1.941086546673852498e-01,3.584076093967180493e-02,9.531494755414669066e-06,3.903101157934636255e-03,1.845849041219401636e-04,1.042569024771780709e-04,1.821162445403259195e-02,5.679468172657125592e-03,6.559006111152452731e-03,2.643970997215110337e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.255614036958648806e-03,2.853537946470149911e-02
7.177054820693710621e-05,2.283855469454789885e-02,1.289465165167022909e-03,3.118243133643697901e-02,1.058048043470530969e-02,1.269874468513781338e-05,2.084400290126697548e-03,3.529496420552577507e-02,7.463105193489740742e-07,4.762003886436435435e-02,7.247014982279759154e-02,6.461453872735699712e-05,6.172963680380224010e-05,7.871070779911432114e-01,9.741522900955509323e-01,7.412975154060897319e-03,1.360568903174345402e-02,1.151683454381463795e-03,2.059650779904538954e-04,2.875146378147624970e-02,1.351144019098144688e-01,2.670037387617475444e-01,3.546381301494015118e-04,3.498120801520579145e-05,1.485421286861806668e-03,6.208092910636729342e-03,3.293279517572218892e-04,5.477258567398664985e-03,4.661802580541839366e-04,2.850041250891787586e-03,9.498190483470032411e-06,2.719279516103768456e-03,4.273007597074168426e-03,5.433026024844957343e-04,8.084178382391031190e-03,5.124047735536117754e-03,7.665407891114583115e-03,2.954730978958286861e-03,1.894143788077736618e-02,8.255590908535828318e-03,6.335044631400886181e-03,3.646985052229858183e-03,3.209347934909159185e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.855143880522347855e-03,1.138243324024240536e-03
