8.310578094368590296e-01,1.651757625271185470e-01,5.259818630705541566e-05,6.714505423835809284e-01,9.104996876251546765e-04,4.326399597266526731e-02,3.389175891333553754e-03,2.578499857222595580e-04,1.440947305898813424e-01,2.065066868861299969e-04,1.876861241254900586e-02,2.861183884902797694e-02,1.116835551588659997e-03,2.452275989721333941e-06,1.992035666856126504e-05,1.332832973759435806e-06,2.287416068351925680e-01,2.691866320223794129e-01,9.698094595675403672e-07,8.425601835308351592e-06,3.356394633529384319e-05,3.957496379205655690e-05,9.946805024951345701e-05,2.360945615936199961e-05,3.086543890251128942e-05,1.679445052064024380e-06,1.437472258870630549e-07,9.401964257017165485e-05,3.134091367864533400e-06,4.925066921566654285e-06,2.174098913832465933e-06,0.000000000000000000e+00,1.539568191098271541e-04,4.660314524405577809e-04,2.912696577753486131e-05,1.507172432358944798e-05
1.694284914859766344e-01,7.541657713262142071e-01,6.233061526574142552e-05,1.330943011763286443e-01,1.078972674031698602e-03,1.235134074842034017e-02,6.372394828354992213e-02,3.055608830788752376e-04,1.700528548110691873e-01,2.447173515634262471e-04,1.148980194238585079e-01,9.008768276612610926e-02,4.121793010718151351e-02,2.906029313414403384e-06,2.360629091307438220e-05,1.579451785959191745e-06,1.835206904999820698e-01,4.512877190439756880e-01,1.149256743426390509e-06,9.984620825385457301e-06,3.977440236460312513e-05,4.689765970024394450e-05,1.178729763635253199e-04,2.797799756652790768e-05,3.657658053092624500e-05,1.990198726417178395e-06,1.703452849111305299e-07,1.114164304877899924e-04,3.714003409122136979e-06,5.836369521452923352e-06,2.576380146582730497e-06,0.000000000000000000e+00,1.824439953775509600e-04,5.522629049266401108e-04,3.451643155791500692e-05,1.786049892900877967e-05
4.647171865926718482e-06,1.092300346112147683e-06,8.866394585306772713e-01,7.258657026837994836e-05,1.602332589414452030e-02,3.796490178829128617e-07,6.224094795232395043e-07,1.081442216137083571e-02,3.629686376202989791e-05,2.854250593730709579e-03,3.800594565160448961e-06,1.018653400994596494e-06,4.470848989964316491e-07,2.495638914459315672e-04,1.096990519926862306e-01,4.537285389235360365e-03,1.607730212150936810e-05,9.473685063792836976e-07,2.751115559323737657e-03,4.160414032441245996e-02,1.390178418410180534e-02,7.968200748749014115e-03,9.608976949405722418e-03,4.697540510983617967e-02,1.037497659391102583e-04,7.804956802027381187e-03,9.248482888578943425e-04,1.796366366799923909e-04,1.825160748372398449e-05,3.035491491856277899e-03,5.775089521995981773e-03,0.000000000000000000e+00,5.394523543791064635e-02,4.677314758467580533e-03,1.080591878273127679e-02,1.773223465938408936e-03
1.284548210671927204e-01,5.246361707325057910e-01,1.342213655055863371e-03,3.756249201857330550e-02,2.323435843434492817e-02,5.474138360487851296e-03,1.901662590461007107e-01,6.579880336025056495e-03,2.362651177517131329e-01,5.269689212871758559e-03,1.129464144402981540e-01,6.789067535341838759e-03,8.768819471907864094e-02,6.257779118380150561e-05,5.083326367574677283e-04,3.401156471147485786e-05,4.064051314518567909e-02,5.074771591860610664e-01,2.474784000792236340e-05,2.150066120036094736e-04,8.564931654829809971e-04,1.009883810250590845e-03,2.538250549311643622e-03,6.024719989496613113e-04,7.876319788366157194e-04,4.285649829515037867e-05,3.668177612354908904e-06,2.399216721361136645e-03,7.997652629281275097e-05,1.256790877845155650e-04,5.547919908403054688e-05,0.000000000000000000e+00,3.928708562151638981e-03,1.189230699894550450e-02,7.432691874340940311e-04,3.846040255887256160e-04
5.360766975729850748e-04,1.260028204669932049e-04,3.641385125761478075e-03,8.373257972860172899e-03,4.266987058560428592e-01,4.379459112233922286e-05,7.179833841897341983e-05,1.694526111587599804e-01,4.187041800728677661e-03,1.578081253059225864e-01,4.384193746401835183e-04,1.175072424543899372e-04,5.157368892380400651e-05,5.289436089425472894e-03,2.444522073784043150e-05,2.300304190109937058e-02,1.854604752274031628e-03,1.092841398890636228e-04,3.624852445089636610e-02,1.100598267501119894e-02,5.896858882287072529e-02,3.373455415188850864e-02,8.012349319375332291e-02,3.534346403089882321e-02,6.185094964451597717e-04,4.665017795276958472e-03,5.637713599406789754e-03,3.921778568483660909e-02,8.092156430553930704e-03,3.173127539108248473e-03,2.992540327616972093e-04,0.000000000000000000e+00,4.617949236411682257e-02,1.557632929959157538e-02,1.609548161802821231e-01,3.757980604356409016e-02
2.175083615743219137e-02,4.097196864641496905e-01,2.393498610352442449e-04,1.852807914978561038e-02,4.143260233984178559e-03,1.891300103126176690e-01,5.909966991025996652e-01,1.173355253929813215e-03,1.781954404515074739e-02,9.397158016152701862e-04,2.256066590841405428e-01,3.817589384513244625e-04,1.103533430475057836e-01,1.115916647645193334e-05,9.064827012396580147e-05,6.065102419885549389e-06,3.323480254315805960e-01,1.883302252347807404e-01,4.413151396952621351e-06,3.834099177196989685e-05,1.527338955044798446e-04,1.800872377767322218e-04,4.526327935660063770e-04,1.074356446032624407e-04,1.404542443532304469e-04,7.642372637741155138e-06,6.541267096058639478e-07,4.278396264917465092e-04,1.426179087223605739e-05,2.241168690465160043e-05,9.893312097586047640e-06,0.000000000000000000e+00,7.005858157208462184e-04,2.120692198938779055e-03,1.325432624336735825e-04,6.858440139653168739e-05
1.166912211485885429e-03,2.742783458976590181e-04,7.001485275541332598e-01,1.822660269078720321e-02,1.462985667207034601e-01,9.533046933220078569e-05,1.562880055126625160e-04,2.095485103470248051e-02,9.114199944508776657e-03,7.797416918611937975e-02,9.543353112265859015e-04,2.557854814037906557e-04,1.122637258232396111e-04,1.150110237955796234e-02,1.462157524480863224e-01,1.330730920806951628e-02,4.037036011276503092e-03,2.378857315298955953e-04,1.785982966456588217e-02,9.618812161354430013e-02,1.544481179572895942e-02,3.222852948357880082e-02,3.572064056071987820e-02,2.034704005047070427e-02,3.048318669140553353e-04,3.398292104010561444e-05,1.724997191389752169e-03,1.706512614957061058e-03,4.197582519280222278e-05,9.434732979591740551e-03,2.523067595345386896e-02,0.000000000000000000e+00,1.626263911652667260e-01,2.320145539631678772e-03,4.546825535439579825e-03,1.304568824915276412e-02
5.258318570142946763e-02,8.057965325602550744e-02,6.634471152031747509e-04,1.706534081592276514e-02,1.148458594412163358e-02,2.342027166921164805e-01,6.367433575450609506e-01,3.252390266537878542e-03,6.966981798754666444e-02,2.604771671877787430e-03,1.156628548289153902e-01,3.051419315309022440e-01,2.480689305903882036e-01,3.093177817130145029e-05,2.512653780193651871e-04,1.681168598335783414e-05,6.107738937611466995e-02,4.114817220758590355e-01,1.223268963098311014e-05,1.062763114844528651e-04,4.233587683231166982e-04,4.991787246965978401e-04,1.254640047998613556e-03,2.977978268871110104e-04,3.893211503493250393e-04,2.118367672279719118e-05,1.813155339168742884e-06,1.185916568899767539e-03,3.953185504637797136e-05,6.212232152304633193e-05,2.742299219460014075e-05,0.000000000000000000e+00,1.941934022363254022e-03,5.878286770396879031e-03,3.673929231498047768e-04,1.901071638715731997e-04
1.856827680213755461e-03,4.364403934872828120e-04,2.001566325407623526e-01,2.900274764407291539e-02,4.100027629010317975e-02,1.516928629947248189e-04,2.486904257791471072e-04,6.181855545732593132e-02,1.450280370141733208e-02,3.621043592692287072e-04,1.518568581808322961e-03,4.070139616266278963e-04,1.786375971908667085e-04,1.871632275383099120e-02,2.256654333856107641e-02,1.137131322591970889e-01,6.423859599697582037e-03,3.785313125399168916e-04,7.207002250211254346e-02,6.488398263036551095e-01,9.739917529233950433e-02,3.899164187214084198e-01,9.747898477280089735e-02,9.235310658864400585e-03,1.919138198913057647e-02,1.307699698002579014e-02,1.477660487568025968e-02,2.798022285125901024e-03,5.252243387951196558e-05,3.887510799037786902e-02,8.700891814260661161e-03,0.000000000000000000e+00,8.948273092671217566e-02,8.698878225702900979e-03,3.812829262301745126e-02,7.257193473777931447e-02
1.421935188319719927e-02,8.532477021358071678e-02,2.529669671231795533e-06,3.541325007371769890e-02,4.378978833995312187e-05,3.448460522113107052e-01,5.540917074898424888e-01,1.240109848657765652e-05,4.255314216384079029e-01,9.931781671573182576e-06,5.715172879174021947e-01,3.153581544207973569e-02,4.515552457457318036e-01,1.179403441874152641e-07,9.580543673198840490e-07,6.410158576294204801e-08,2.937182694239019454e-01,1.203166923445137156e-02,4.664224660561357608e-08,4.052228968548177573e-07,1.614232410896936929e-06,1.903327712868933615e-06,4.783840045431408430e-06,1.135478794876302085e-06,1.484449753174612122e-06,8.077162942283379926e-08,6.913413240665870439e-09,4.521803031788426885e-06,1.507317350045745016e-07,2.368673388763375952e-07,1.045616297960114257e-07,0.000000000000000000e+00,7.404435843241356423e-06,2.241342741737923044e-05,1.400839213586201903e-06,7.248630911335526208e-07
