6.628201426785136352e-01,9.336755083094766539e-01,2.187239893199223462e-01,3.480840312761962832e-04,2.697971367997081260e-01,1.022825472793160470e-05,3.236868514747853667e-03,9.935321362716660609e-02,1.689591785195163898e-01,5.490716900628845080e-05,2.875231974566438628e-02,4.295111322614800762e-04,1.585966444322098063e-03,5.451558227206600117e-05,4.613114429273740963e-02,6.242308262963700005e-02,2.023687025830172887e-04,3.377614390658176813e-01,1.414326681546966280e-01,3.554373705007340400e-01,5.716194800467437956e-03,1.346411376083049714e-08,5.905844595581983998e-06,1.036311044776623697e-01,1.477733107482478644e-02,8.252534717011916714e-06,2.172413983684710935e-05,1.761932476433629078e-06,4.661337542014526376e-06,6.077200026272014388e-02,9.851999230051968682e-06,4.241024636237025795e-05,9.902265655809881057e-05,7.990085147976705611e-05,1.480208244012083327e-04,1.624115285476199582e-05,9.168823079740454776e-06,3.463033891293160578e-05,3.667030558746811473e-06,5.952141396639975712e-06,3.127742924188754933e-06,2.759367947583175073e-06,1.328654013735996176e-01,1.270205296781760455e-05,2.098476600629726956e-05,9.865207719831537489e-07,6.206670781430060813e-08,7.174993841030873416e-06,1.682865213371556012e-06,0.000000000000000000e+00,4.898626062585408400e-05,1.539568191098271541e-04,1.539568191098271541e-04,1.539568191098271541e-04,1.539568191098271541e-04,1.539568191098271541e-04,1.542309520244438358e-04
2.640693658045354941e-01,1.403195019016012599e-03,5.787778668393431802e-01,4.124912541084046385e-04,1.814226001979955469e-02,1.212082497607312269e-05,3.835797776005756780e-03,8.807159440267388062e-01,5.668783789839855480e-02,6.506683722292021309e-05,3.944166740192480702e-01,5.089851003807733480e-04,5.023327979027453818e-07,6.460279380645127863e-05,1.347434479702042630e-02,6.680755293469417544e-02,2.398137013488102888e-04,1.267056797265814494e-01,6.975057326625389714e-03,9.861735197449988759e-05,1.613309605034646543e-01,1.595542648222319205e-08,6.998623966946573835e-06,7.371758248461970919e-02,1.707596232901806288e-01,9.779530484385618702e-06,2.574383447833920264e-05,2.087949091470258124e-06,5.523841359451795677e-06,2.218024290684704192e-01,1.167494958898188960e-05,5.025756466024028108e-05,1.173451698977419073e-04,9.468518940780403545e-05,1.754096425152208651e-04,1.924631096883421463e-05,1.086536293260537273e-05,4.103811334298099254e-05,4.345554228631342713e-06,7.053487229301920281e-06,3.706480290397450597e-06,3.269943585380885568e-06,2.191224250064068013e-01,1.505235887793159297e-05,2.486765168563752942e-05,1.169060209247097647e-06,7.355113088881195044e-08,8.502608398483296558e-06,1.994251732301491574e-06,0.000000000000000000e+00,5.805036216558438896e-05,1.824439953775508787e-04,1.824439953775508787e-04,1.824439953775508787e-04,1.824439953775508787e-04,1.824439953775509600e-04,1.827688520776059647e-04
5.313421752706073498e-04,5.713497248803945001e-04,6.413645788675874978e-04,9.266127274426138802e-03,3.371187808529483264e-03,3.942612313249019285e-02,1.015410229528582453e-01,1.301030124952673120e-06,3.671346326997963348e-04,1.397663981138779453e-02,1.467864813987696838e-04,2.660246132832872965e-02,8.257630229821092990e-07,1.439630228515131061e-01,5.249741983375727977e-05,1.027625632500077542e-04,1.493651082435326280e-02,5.245551301547343292e-04,1.962713537518495958e-05,1.725870659580691451e-04,3.357434615720358557e-04,3.233114265590794068e-01,1.685685135118426478e-02,2.215273184558046496e-04,5.574784162146744111e-04,1.716238816044299564e-01,3.035980717842169385e-01,1.182542861167231590e-01,1.600054855090649389e-02,3.530362670985980533e-04,1.205580299762740171e-01,3.620262550746387691e-03,1.501781747842717840e-01,2.815171404421776824e-01,2.245334549596974816e-01,2.527466928440656735e-02,1.801356897944748070e-01,1.300763150331757656e-01,6.372380739528871185e-02,2.070105789594604492e-02,3.867499144268914946e-01,2.828222228044324216e-01,5.085311542838886166e-04,2.719149513733007222e-03,2.379485422151154106e-01,5.675831096545929343e-03,5.126981541187947827e-03,3.551619520951600911e-02,4.902555526855354763e-03,0.000000000000000000e+00,1.787745288088805340e-01,1.680896176697827815e-01,1.680896176697827815e-01,1.680896176697827815e-01,1.680896176697827815e-01,2.422172525909466884e-02,1.974930411867310553e-01
1.108270178963250696e-01,1.475537551491694008e-02,6.800386420883860472e-01,8.882495247238820363e-03,5.335899530873396829e-02,2.610071587464217729e-04,8.259921919650252409e-02,8.068261766889852638e-01,1.734025051393708050e-01,1.401134852264191355e-03,6.609400205194628786e-01,1.096037234733572389e-02,4.539896255155659484e-03,1.391142244177974441e-03,8.197556625166229488e-03,1.041494863910073093e-01,5.164095095925942160e-03,9.377222460315649821e-02,1.901590252408449921e-02,5.042274733836040607e-02,6.228472720401950075e-02,3.435806177329812562e-07,1.507068174281272653e-04,1.413941203826909673e-02,8.761418347542845875e-02,2.105902420538434416e-04,5.543620261569355339e-04,4.496143299219388983e-05,1.189491756083078320e-04,1.462019350052156941e-01,2.514057769783182824e-04,1.082235259017303884e-03,2.526884881853029043e-03,2.038929884020511396e-03,3.777232366608769109e-03,4.144457949225320895e-04,2.339723173452502457e-04,8.837056376203291860e-04,9.357620167212644046e-05,1.518882307605693240e-04,7.981452512151319988e-05,7.041424046351190259e-05,1.299383978237454162e-01,3.241341600853017962e-04,5.354945000836687768e-04,2.517428345194534626e-05,1.583833751726559362e-06,1.830932848549867700e-04,4.294377482561229304e-05,0.000000000000000000e+00,1.250043633411885603e-03,3.928708562151637246e-03,3.928708562151637246e-03,3.928708562151637246e-03,3.928708562151637246e-03,3.928708562151637246e-03,3.935703954333976892e-03
5.500117091475131836e-03,5.914249862480495772e-03,6.638999210442505898e-03,5.524850204766063033e-02,3.489639736356779653e-02,7.338395623617633978e-01,3.154777173943731049e-03,1.346743842257917047e-05,3.800344791294220023e-03,2.429925549645644070e-02,1.519440527618004131e-03,9.557358749326699170e-04,8.547774913404939854e-06,1.828055597117331232e-01,5.434199834389967509e-04,1.063732857658640681e-03,2.454760171381127065e-01,5.429861906436571871e-03,2.031676530830101718e-04,1.786511809946347363e-03,3.475403303724022668e-03,6.901175313966383552e-04,7.414081093099452943e-03,2.293110253946795130e-03,5.770662875743366900e-03,1.329768845507062203e-02,3.723897660951836636e-02,4.354389160807798677e-03,9.833265653710532295e-02,3.654407455215968794e-03,2.931394597925572262e-02,2.088231915496195981e-02,1.897132323015187153e-02,1.847422989550448480e-02,3.375680447723556493e-02,2.217317565363147516e-02,4.382163627791035312e-04,1.044185093680894414e-03,1.190974459374197561e-03,5.865496291909873434e-03,3.181431487801219312e-03,3.450669291872656211e-03,5.263991874539069617e-03,8.368106436483804767e-04,4.755256288179035345e-04,2.215242785739117079e-03,2.561391820264043856e-03,5.337856466430990383e-04,2.530215404722576666e-01,0.000000000000000000e+00,1.365944594903552474e-02,9.582147386677396239e-02,9.582147386677396239e-02,9.582147386677396239e-02,9.582147386677396239e-02,2.714917486330884616e-02,7.081619510570384690e-02
2.907557952827554137e-01,1.020660016521996033e-01,3.711165002554741021e-01,1.583968390624327207e-03,8.712910541285101562e-02,4.654402593792710614e-05,1.472948182417331726e-02,2.156846463113551438e-01,9.260717462850222015e-01,2.498569664507803130e-04,4.123102698468169569e-01,1.954505222285311729e-03,6.364730101329627576e-01,2.480750375098798584e-04,4.156191288886837084e-05,1.232254662579766180e-01,9.208857613143705710e-04,5.306619519888156663e-04,8.831621870913216113e-03,1.225667122353531480e-01,5.370751072153256240e-04,6.126891408012967080e-08,2.687474953977048804e-05,3.725896319184061195e-02,5.672951510037199836e-03,3.755344388063766104e-05,9.885644764831180069e-05,8.017734507535769766e-06,2.121157726630376277e-05,1.915162923115610316e-01,4.483186231681832471e-05,1.929892889090393431e-04,4.506060142104649328e-04,3.635915806419097928e-04,6.735738670517463830e-04,7.390592626419146454e-05,4.172304568034589252e-05,1.575865517116083702e-04,1.668694904277163863e-05,2.708542472987905686e-05,1.423290206031548588e-05,1.255659902308356206e-05,2.061823709850804098e-01,5.780113015611041511e-05,9.549190152951423326e-05,4.489196800515462300e-06,2.824366947473082163e-07,3.265005695736537930e-05,7.657936199741112858e-06,0.000000000000000000e+00,2.229136686384511508e-04,7.005858157208462184e-04,7.005858157208462184e-04,7.005858157208462184e-04,7.005858157208462184e-04,7.005858157208467605e-04,7.018332670043460559e-04
9.189158186875840545e-03,9.881058282791232994e-03,1.109191185072352058e-02,6.157641839274707873e-02,5.830212524437335814e-02,1.392777291545663487e-01,1.147543476283215992e-02,2.250032498924463696e-05,6.349313818427487766e-03,4.948081219711628065e-02,2.538560385463942918e-03,1.843142957051933650e-01,1.428094248153910024e-05,2.613186247358639802e-01,9.079028876439998973e-04,1.777200255018775675e-03,1.429180048133726344e-01,9.071781411430787992e-03,3.394363559149943970e-04,2.984761842573053266e-03,5.806427425083366366e-03,3.380516996786118167e-01,1.001358268708996309e-02,3.831146230709187982e-03,9.641164565483034340e-03,1.450837144003121471e-01,2.631023101054196789e-01,1.914300091709936549e-02,1.134839956133204542e-02,6.105493324374208081e-03,2.110122645860064428e-02,2.208850017005000929e-02,2.480041983351607623e-02,6.974486146492436811e-02,5.555933926475514067e-02,9.061240109058698623e-04,8.212539514659231155e-02,4.132577839130792408e-02,8.526191826486576031e-02,3.038939479471974500e-02,2.736180212205898132e-01,2.612331958010050137e-01,8.794658954541510407e-03,3.505246742539428973e-06,1.997654591451788197e-01,1.188789085749470992e-04,5.361799987160690640e-04,1.726969326331706522e-02,2.294362729948865379e-02,0.000000000000000000e+00,1.132361286795636190e-01,1.496865323130669445e-01,1.496865323130669445e-01,1.496865323130669445e-01,1.496865323130669445e-01,6.833755561270577275e-03,1.811583328707270790e-01
2.517718896788531668e-02,1.773475446707496392e-02,2.378101289769837534e-01,4.390557215230558863e-03,1.074645526217799241e-01,1.290140700516740648e-04,4.082823437798617505e-02,3.525698713450375332e-01,3.112109879595658657e-01,6.925714637485302526e-04,9.242591748316588696e-01,5.417637786653191692e-03,6.959958270927568691e-02,6.876321852788287161e-04,4.905337786356644414e-01,7.390647907055680754e-02,2.552577215349769585e-03,3.781070662885801376e-02,3.956821096888959999e-01,3.866961432927609188e-01,2.034661266041111471e-01,1.698295713324243915e-07,7.449335870449101649e-05,2.742840268803604653e-01,1.571869897528993532e-01,1.040933297424589043e-04,2.740173933163410737e-04,2.222413168105524984e-05,5.879577153448285607e-05,1.007767037618663430e-01,1.242681721001683958e-04,5.349415555873679277e-04,1.249022075584630808e-03,1.007829226412282168e-03,1.867060365269752626e-03,2.048577482531994661e-04,1.156509311281350911e-04,4.368097089159687051e-04,4.625408243850632654e-05,7.507732330976767024e-05,3.945177896508228292e-05,3.480528195251841726e-05,9.040156385343979528e-02,1.602173190813255851e-04,2.646913030197786524e-04,1.244347773589369745e-05,7.828782918325127653e-07,9.050177011130037933e-05,2.122681692044129333e-05,0.000000000000000000e+00,6.178880980246716356e-04,1.941934022363254455e-03,1.941934022363254455e-03,1.941934022363254455e-03,1.941934022363254455e-03,1.941934022363253371e-03,1.945391797320026499e-03
8.683142604367291920e-03,9.336942123172976143e-03,1.048111811726776775e-02,2.694311563915994731e-02,5.509162616850010047e-02,3.452513529947242032e-01,1.379932803896891935e-01,2.126130887650385718e-05,5.999678774060762144e-03,6.988321153200674832e-03,2.398770528105920695e-03,1.058309131726863361e-01,1.349453971410298226e-05,5.168336084684835297e-02,8.579077739230809869e-04,1.679335901833294573e-03,4.734804799884624882e-01,8.572229367387022500e-03,3.207447541523627144e-04,2.820401193675314225e-03,5.486687281748638817e-03,8.476765683019156505e-02,4.764461702674140375e-01,3.620178081920921373e-03,9.110258534217692203e-03,1.039497956807828305e-01,2.438302365767113233e-01,1.943341829098749474e-01,1.808986363339731493e-02,5.769284642555271535e-03,8.191183881019667434e-02,5.304442171889255792e-03,7.704215009593849695e-02,2.017145759939441632e-02,6.653002666066108739e-02,6.104618568895695766e-04,1.078035494486418583e-03,1.113993004461655612e-05,2.852065101553188150e-03,5.295033404740422806e-03,9.019357318045811023e-04,3.447318085354061381e-04,8.310367098492909069e-03,1.531187006939566803e-03,1.263277708316414352e-02,5.761226113082392603e-02,7.099200816072892550e-02,8.021542194780857671e-02,9.339437930545442523e-02,0.000000000000000000e+00,1.256371507367365836e-03,7.961572906816957729e-02,7.961572906816957729e-02,7.961572906816957729e-02,7.961572906816957729e-02,1.275300558926096769e-02,7.899653593772817950e-02
1.751178598183752641e-02,4.975450974464143352e-05,1.361153707574679766e-02,1.674083611589045409e-05,7.520495256804374078e-03,4.919201134395604555e-07,1.556747235298554547e-04,1.032718390032200534e-01,6.151976509220882239e-01,2.640718433855484885e-06,1.964930598807983764e-01,2.065701046031214011e-05,9.565909449628746675e-01,2.621885368406483607e-06,7.177349160451931874e-04,6.364518189115239144e-01,9.732768471184220235e-06,1.590613258374642680e-01,6.216805987422517610e-02,4.505878724868550220e-03,2.509810800920204629e-03,6.475462867095010817e-10,2.840370933939955597e-07,2.876005331277450838e-03,1.451018753270089416e-03,3.968993657412916701e-07,1.044805943650934653e-06,8.473879921206688843e-08,2.241834754257786528e-07,4.247136934403887287e-01,4.738243921144169334e-07,2.039688466557755965e-06,4.762419175396996848e-06,3.842770538018529201e-06,7.118948703146388361e-06,7.811058648046920098e-07,4.409675559972334175e-07,1.665519748934206653e-06,1.763630390939486444e-07,2.862637027456543325e-07,1.504264114458405912e-07,1.327096977835131404e-07,3.530677311372688032e-01,6.108955538407571870e-07,1.009246322946034913e-06,4.744596443606264152e-08,2.985050994619183140e-09,3.450758587943196254e-07,8.093611947349509597e-08,0.000000000000000000e+00,2.355956859213148929e-06,7.404435843241327624e-06,7.404435843241327624e-06,7.404435843241327624e-06,7.404435843241327624e-06,7.404435843241327624e-06,7.417620056779486142e-06
