8.439005946502220468e-02,4.950284892813496679e-02,4.936970066668366908e-02,1.878577991078130230e-05,1.572167805551110964e-01,1.633508651997088446e-02,5.496033790337066620e-03,4.734447865968572895e-09,3.520243349985587300e-01,4.334574962061728542e-01,4.527342695847704065e-04,7.295149461793938063e-03,7.418006700344773052e-02,7.901457045120786849e-04,3.472717398424073521e-04,6.061917669793893959e-03,3.691887424885727573e-05,1.832909145572230239e-03,8.601354498788771428e-04,2.194937325025607418e-07,6.949170269128391492e-06,3.622892425549753591e-04,4.653754828651234779e-05,7.243741103858110202e-03,1.575571199200135339e-03,6.675386909841939803e-03,2.891878004453143545e-04
8.500670875170996538e-03,5.199084342576790890e-02,4.204730895729724693e-02,7.510042067278049210e-03,3.474931953138001017e-02,2.816799965517693613e-02,1.386947110975580988e-02,1.444494138731302512e-05,3.451340023521349831e-01,2.247419506262621908e-02,2.298405003298097660e-01,1.435383639356037182e-02,2.221010750121030762e-04,5.944126459021436409e-03,9.917634451281125002e-07,8.737653168010710986e-03,5.845525586432248155e-06,1.049674336087636113e-02,8.734112500005862490e-04,5.359510581740968387e-03,8.815080392672608066e-05,2.016491169697238062e-03,9.829088713597699308e-04,5.829679716821396449e-03,1.129674309150517468e-03,8.540564054867227570e-03,1.148222595169186218e-04
3.217067043590780395e-03,3.066662781632241430e-02,1.929168383836891709e-01,1.749332165750383444e-07,2.193733623873076691e-03,1.034938926038912396e-02,7.774111499878395837e-02,5.879315024867023997e-04,2.592723824509771124e-03,4.524769759651837194e-04,5.367165724913305729e-03,2.008663805946402439e-02,4.440736137594011737e-04,1.194357067107380127e-01,1.319924792439924367e-02,2.342572974400033113e-03,8.006542565157334949e-04,8.757464027009050078e-02,2.414805077136601683e-06,1.570043042003360367e-01,8.669222221646667031e-03,2.463507384982156767e-02,1.672798885004466926e-02,7.570872458564223417e-02,6.025601782535691675e-02,1.557205320990558023e-05,1.048972622348409572e-01
9.662209373345018726e-01,8.368591464557127019e-03,1.336088313376828166e-02,1.004211504303162555e-01,1.622712427966221602e-02,9.045934820764427176e-03,5.114487517203653195e-03,1.385533725101199543e-01,7.739372025491722540e-02,3.991309785993044090e-01,2.318226433708355516e-01,5.921534488671167549e-04,9.851206840002244350e-04,2.259385849100286730e-05,1.110624085756705499e-03,3.940593178311059541e-03,8.883469029885022311e-06,3.392681352688887465e-04,4.568793715987822059e-06,2.638248892562120832e-04,6.168836923314375772e-05,2.849420300100129178e-05,3.009622971173289458e-04,1.649516232191177920e-04,9.206628028323261337e-05,1.552484127739168661e-03,2.182406986962965025e-05
5.924335917311243649e-02,2.103403962746262443e-02,4.194682062744285039e-02,1.157283400854787828e-02,2.333734245552473660e-04,1.181150533487351495e-01,5.389478015562679802e-01,6.255897765856322651e-03,2.337819682815952399e-02,2.756208993178625374e-02,5.831543502648398047e-02,7.834897913308160045e-02,6.258008858306163573e-04,1.989024093826781969e-01,1.874326837767791576e-01,1.453651792700733636e-01,6.647031169060202763e-03,6.287563781490640435e-02,2.084781616012832545e-02,8.503311825908660415e-03,7.601505853888804003e-03,2.763381286881427812e-02,1.361630604184670785e-03,1.372725007869061153e-01,7.427562442996590852e-02,5.068328605738611076e-02,1.200102730863222573e-03
2.934237405920587637e-03,9.213477013382509462e-01,2.758623075913844633e-03,1.479578472401096596e-04,9.155581947479568203e-03,5.527023235734068729e-02,8.262132361969365402e-02,6.223444590169786590e-04,8.288670670428972527e-05,6.867351853420871136e-04,6.959466704761636292e-03,7.161644881330138379e-02,3.261034366387041260e-03,3.538301841562668608e-04,3.326529604448941885e-02,3.391091149923381592e-02,4.441607911018065000e-03,1.941057366631458204e-03,2.355229115349462277e-01,1.729868352959342270e-01,2.283856551606461560e-01,3.864303240959659916e-04,5.787410454561500023e-02,1.547410344242904426e-02,1.308205322990378498e-02,8.291591603735225940e-03,8.005371854056113345e-02
6.116266963832834858e-01,3.763005335192756728e-04,8.163799917596432660e-04,1.959240980801330578e-01,3.332761887572999182e-01,1.945078883459326082e-04,1.292055497747472595e-04,8.314668269337212314e-02,4.496543274637229137e-01,1.697235132425071319e-02,2.008290499562772058e-01,4.897214114851897084e-05,1.047854818569451119e-01,6.256291952446439892e-05,2.973311878490687618e-05,7.163306588070789359e-06,7.119108219840253392e-05,7.188504091803791314e-05,7.254908906113333199e-05,8.297584333368559069e-06,8.311151663814278007e-06,6.549797422657305303e-12,2.169825442382611441e-05,1.276625043775009045e-04,6.023135422263078207e-06,2.490144218451550919e-04,1.584007719613313668e-05
2.906326607570644885e-02,5.502608389078011975e-01,9.790108928143644029e-02,1.195168568885861260e-01,5.204981480850338731e-03,5.080771170612435883e-02,2.386985353625189783e-03,4.520894585088343354e-02,2.463056648530364970e-04,1.618507571990318930e-02,5.701921256597845128e-02,5.881021446512127784e-03,5.000664322976423187e-02,1.013283370182349735e-01,3.297391259527671266e-03,2.095859872059867724e-03,1.169069322010502882e-04,1.886421064902809794e-02,1.162958055302763388e-01,2.763259002648671969e-01,7.671053840364493170e-02,1.860564547670135252e-02,3.200328657156911727e-02,1.855533013506117240e-02,2.027840064334008111e-02,6.167414365563164344e-03,5.326199033663952045e-03
2.370882030280063169e-01,2.747639631614089487e-02,5.865733806339154879e-03,9.347395362296080368e-01,5.024081580330610336e-02,2.141016331374998548e-03,2.680421343171704700e-04,3.424193185593988886e-01,1.203652952752260049e-03,1.184929411468407523e-01,4.265424855728933706e-01,1.287226700910036863e-04,4.053034728782548002e-01,5.419476093596559650e-03,1.724629630358937775e-04,8.105981933712741189e-05,5.369771670785901484e-06,8.711099846894588888e-04,6.240823542928627780e-03,1.406895577291668135e-02,3.685515561751948228e-03,1.227843867030062926e-03,1.612967174635783355e-03,9.075626219108699115e-04,9.634677796639028527e-04,2.730668397182477668e-04,4.759039232802504443e-04
2.888805937194916656e-03,1.083609661001914580e-03,6.732625164688026999e-03,3.184573851000325334e-03,9.357426426862385238e-01,4.208829110270438835e-05,1.296033147099862753e-02,3.898190520872319570e-02,1.001720562858732649e-01,2.578182330663379429e-01,1.679136545255205948e-01,1.275224813028535921e-03,1.983290769807950493e-01,1.816482319634632144e-04,7.261447148690175978e-05,2.454775522042297990e-05,1.557672969562252712e-03,2.023047074133996724e-03,4.179794229617812444e-05,3.905988515932135117e-03,1.918605304299310940e-05,1.743617226029509385e-04,2.427160012517530128e-04,4.242887044038664950e-04,4.432547047798924005e-04,3.253219441361382674e-03,1.212779106309071556e-03
1.546682988681267459e-03,1.002310176087715249e-01,8.415270271130568247e-01,2.186654008174813047e-04,1.154433784939322971e-01,2.406915911556295196e-01,9.210835100716925627e-02,7.585102574346098275e-03,5.484150199131896872e-03,2.358421380735548079e-02,3.642393149655339529e-02,1.734594822046882281e-03,2.551312317064915666e-02,4.190394800232347464e-03,4.000893482128478791e-03,3.091722585097613288e-02,4.555351576012699882e-02,5.606778943061145430e-03,5.964715511373010551e-03,5.552059163153414550e-02,3.242160173260096598e-04,5.067585024528104259e-04,2.169803109545136860e-02,3.195204960155776513e-02,1.697124167477560147e-02,2.317293954264647848e-01,3.429912448340903530e-02
1.037984892065858941e-03,4.263972511497122753e-01,6.605659678415258529e-02,2.921874528148065732e-03,1.660139470046571907e-03,2.054849548427781780e-01,1.964813380945395691e-02,7.183115569855093785e-04,2.890099618759426622e-05,3.276252372906054733e-07,2.384992157743888973e-04,3.712039705721744548e-02,3.021301664739128867e-03,2.606247586081260614e-01,3.830277064118291826e-04,2.928953556448081388e-03,1.867297641693081885e-03,2.794341340229415487e-03,1.430891895528938751e-01,1.724471458732045603e-01,9.627463199410932204e-02,1.697075236988229707e-02,7.697870194173495745e-03,8.256103661236256774e-02,1.270544120687402689e-01,2.326504419277344166e-02,1.138934690342470642e-02
7.038525685504802565e-02,9.692637166274513730e-03,8.399755257480715637e-03,2.004174473102335596e-01,5.421017861241226310e-01,5.822512895609378500e-03,2.580931930667463518e-03,2.310929303613219465e-01,2.756432089471191546e-02,2.868217844443685105e-01,5.759746527445728237e-01,2.447511519397295877e-03,1.173959943102192288e-03,1.106698462682801287e-03,1.204175736130471096e-07,1.946848257727095246e-03,6.173609100813931788e-06,1.835190300696488324e-03,1.457961350973360803e-04,1.163270757284322592e-03,1.929566509769596345e-05,4.939267420871986574e-04,1.580819935377261233e-04,1.116076789093488602e-03,2.132786692981758145e-04,1.708046016541824724e-03,2.113132460674599644e-06
5.742907099379315544e-04,1.320489134773439321e-02,2.587697824631573496e-01,1.961410529850138963e-05,2.154330363194126123e-03,9.428550527882372245e-01,1.654624359719886195e-02,3.501736384831253754e-04,8.277388052308942061e-05,2.292058920954486313e-04,2.826368908721780225e-03,4.462766301195613128e-01,5.305592288208919221e-04,6.576946113236829816e-02,4.949476759963995776e-02,5.128427560324924986e-03,1.721907230028471222e-02,1.252693039767229476e-02,1.080396805383050315e-02,3.124365846397519821e-03,1.465528392306139844e-03,2.089751892965803232e-03,1.388173425365387022e-02,1.465808211171456266e-01,2.274949490803288288e-01,4.393462826063383037e-02,9.735755916105963415e-02
8.812739643923029849e-06,2.915173159736873104e-02,5.725282675966730100e-02,5.545081819231157836e-04,3.707462785462832706e-03,1.025805360374892200e-01,9.162831529674942965e-01,6.605211148670984316e-04,2.753412267213776934e-03,4.187540459525144945e-04,4.949710188936163116e-03,8.294453556298332642e-02,3.333251159201350202e-03,3.575489939418868141e-02,3.923832230194837511e-02,1.676281289800120972e-04,3.779699771945116415e-02,6.126526943507985823e-02,5.771715754736449905e-02,4.275234784416535178e-02,4.196789688194505104e-03,3.824951982398513972e-02,6.520703534028264624e-04,3.908690918964121686e-01,1.817223911834209560e-01,1.695316592259249744e-01,4.033615555658444374e-02
2.242942425631480607e-01,2.958530243949612044e-04,3.084982655104633194e-05,3.460964480267147980e-01,3.866889433874962957e-03,2.319566603476205379e-04,2.937651015538896774e-04,8.681982555852858496e-01,4.028621035483092028e-01,7.958268877094106658e-03,1.173433211046602406e-04,1.196460119491271370e-08,3.496346446513437511e-01,2.766686417993221984e-05,5.776715485659644962e-06,1.046247197733825719e-05,2.028097408432383244e-06,6.990007335263726950e-05,1.230549162048830333e-05,2.485930516734587823e-05,7.468406854991499307e-07,3.950029904960811002e-06,6.564735706843185453e-06,3.043295061427015146e-05,1.240671634783596842e-05,3.287970279588514237e-06,1.641477781818539450e-06
3.222467638421467294e-03,2.383018948771655193e-03,1.667332811620760025e-01,6.001051205504644420e-04,2.771939946916651600e-03,2.047979725651511058e-05,8.443374741818674423e-01,4.129008342827061862e-03,9.235591530336169320e-04,1.560377109630148979e-04,2.445958277648996055e-03,8.268836434514042696e-03,5.898052091755532503e-06,1.255136820813872504e-04,1.193314366094890000e-01,1.970943420516001188e-02,6.124277819742588586e-02,3.813404509636061923e-02,1.103999606900633035e-01,1.305132204981999250e-02,5.156762905761925336e-02,1.118581205246011769e-02,5.291484538307144464e-03,1.528056981084334465e-01,9.468996796482037626e-02,6.993392869106190846e-02,1.750870555729814593e-01
7.424650369311748543e-02,1.992208647326099060e-03,2.683789651999062172e-03,4.166288435154191956e-03,3.798502772478644374e-02,2.708783083211734576e-03,1.082809012205020313e-03,1.611248031578553649e-04,5.252446279463244272e-01,5.941253385138720589e-01,3.707256539738372659e-07,5.301115335048873969e-04,4.018281451702809121e-02,7.514754576674548617e-04,2.129325064657203081e-05,5.331409704634144714e-04,4.369312979374996309e-05,1.353799724396601066e-04,5.544450142560229926e-05,4.181901780193086372e-04,3.362926039101822904e-05,4.109333854521157996e-04,1.935511241327031576e-05,2.054683293458545894e-04,2.264407737402726350e-06,9.136040973138664272e-04,5.033225339187818603e-06
1.148030216811844334e-01,5.531813450936742815e-03,5.668664086550104231e-03,6.976365482726571603e-04,6.096622106002318464e-01,5.096809297384349673e-03,1.087478986578095273e-03,2.580133416748419816e-04,2.170224656429132759e-01,7.349633068930244706e-01,1.615965786064219312e-01,1.826655710817601285e-04,2.376290446838079939e-01,2.258242424436951771e-04,6.408082930618478278e-05,1.536741781031416296e-03,2.625533562789603250e-07,8.294662992241291473e-04,2.439943960951101434e-04,4.024111446672616024e-04,1.329037593067367332e-04,1.204851285361715568e-04,9.773375626132729159e-05,1.824475675646142540e-04,3.206571369297243576e-05,5.403605640358866103e-04,1.857420749909098287e-04
