6.786538955153242902e-01,9.331283353370752875e-01,3.379818193895197664e-01,3.371089798553403923e-04,2.034788782928612372e-01,2.917265614499683047e-07,1.542354069445340814e-01,5.349658547543477980e-04,2.242762062349254373e-03,8.962703043521755243e-06,1.329618365031100605e-02,1.138417964157336943e-03,4.165279444926668889e-04,1.539790777896930529e-01,7.071036871957864234e-02,4.530680923607816567e-03,1.265778147752970872e-01,6.058300593025662570e-06,1.367911562490316959e-06,2.530026139791037691e-06,6.514347732345141754e-05,7.540818555529971940e-06,5.643013181940926328e-05,4.138311872453717133e-06,2.416204040739199817e-05,0.000000000000000000e+00,3.798088378949971935e-05,0.000000000000000000e+00,1.567680612756535785e-04,1.605030512523755986e-05,1.339110871208172443e-10,2.205039923392874887e-07,1.205773518227055219e-05,0.000000000000000000e+00,4.102002352687723419e-05,4.934423510858037767e-05,1.036900639343015749e-07,8.666768687561607950e-05,0.000000000000000000e+00,1.870790303457698311e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.563782503907852312e-04,8.056054108520990282e-06
2.867112297533720433e-01,6.259255961322212182e-04,5.906151719779915155e-01,8.586294701462154650e-05,7.667699626965389648e-01,9.636889366792273723e-06,7.315979001397378001e-01,5.957257479899194259e-04,3.045922228538390855e-03,1.235711495745137176e-05,3.420424453130592457e-02,5.890081078556626271e-02,7.560488697121089128e-04,5.695843251481238351e-02,3.333151680666358585e-01,1.111901592044739068e-01,2.831015627631388101e-02,2.088220042852584190e-08,1.748732955782915189e-06,1.741310438020565832e-05,1.517912047344226905e-05,1.185244926239352514e-05,6.354914577451768504e-05,8.312081756756632402e-07,9.583759225522906941e-08,0.000000000000000000e+00,5.618116382172218708e-06,0.000000000000000000e+00,8.219649861689733389e-05,2.102274162181905673e-05,1.353463040300650759e-06,7.207844595414924946e-06,1.279931856951730623e-06,0.000000000000000000e+00,1.418792770321867802e-05,1.885233539166475660e-05,1.249045010284258575e-06,6.538639754985309087e-05,0.000000000000000000e+00,1.268468671979209336e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.822011376660496029e-04,3.933710497923971902e-06
1.107311167115806948e-05,9.328812353753690315e-04,3.711881691769031291e-05,7.017598915553501238e-01,4.478131741902035786e-04,9.056387974614916736e-01,1.178944240540140452e-03,3.400817623425299030e-01,2.168308068552843026e-01,5.596698826078224664e-01,1.294173481584835945e-04,1.606661480818022487e-05,3.414710802093761516e-02,3.990558108345341657e-04,1.781377507165074914e-04,1.020218482527959796e-11,2.540122256441945676e-06,3.094866085859324795e-03,9.805988376966772758e-04,6.844359860057766705e-03,1.489838735606100265e-02,1.409574388326191863e-01,6.909076733434543760e-02,8.285662474741302755e-03,1.173486010052873438e-02,0.000000000000000000e+00,4.556315984378039863e-02,0.000000000000000000e+00,1.053163162756812488e-01,2.455875003863881162e-02,5.502579008717530668e-03,1.003582046414765112e-04,4.095902820733366041e-03,0.000000000000000000e+00,1.929068657114146838e-05,1.966615003875365477e-04,1.246327142310811725e-07,6.953996731153884447e-02,0.000000000000000000e+00,5.735978849775186933e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.502760586086797807e-03,4.487577596294573315e-05
2.111524871620638621e-01,1.830160826761917728e-02,4.943395715292286940e-01,6.029826213269899420e-03,4.874547954553112850e-01,3.112983192427653612e-04,3.979369093545952474e-01,1.172289815281449439e-02,6.281948461523140237e-02,1.509280681554665566e-03,1.884390940781603407e-01,7.756254139994149532e-02,1.278368329412543462e-02,4.947526180979094912e-02,2.458418499210998920e-01,6.462814376770106839e-02,9.358362755816638286e-04,8.288672741459988074e-06,1.025386897721596371e-04,8.090121311971964298e-05,3.931626262853254268e-04,2.535904579832867550e-04,1.204010525715465234e-03,3.531459980534962202e-05,2.571850053912322112e-07,0.000000000000000000e+00,5.794756333276151550e-04,0.000000000000000000e+00,2.671578899359025160e-03,2.684174839500661261e-04,4.219237244862416954e-06,2.933715306331355696e-06,1.963800721925714333e-04,0.000000000000000000e+00,8.248102047008690338e-04,1.033671784068697667e-03,1.510956806635796812e-05,2.220817272910379121e-03,0.000000000000000000e+00,4.143811352036163957e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.064048782006766468e-03,1.982848336466933579e-04
1.125467253374575936e-05,2.629584143460772169e-02,2.359508729605712830e-03,3.938474300946950279e-01,1.491085335588846102e-02,1.243655625900091065e-02,4.133880996313400030e-02,4.432844731922300219e-01,1.401538242160428605e-01,9.915604838730310289e-02,1.127171500465152555e-03,1.934716895720281049e-04,5.336564663720144014e-02,1.496310629169993016e-02,7.091567921308225032e-03,1.466539999166414338e-07,1.373997048424910713e-05,2.200791718807103281e-02,2.976898179150848714e-02,1.634989210191615042e-02,1.472003129404128845e-03,2.902918190398628279e-03,1.164169463521529373e-03,5.042973035233436901e-02,6.392540711226719907e-02,0.000000000000000000e+00,1.736172701929952766e-03,0.000000000000000000e+00,2.200657433595841483e-02,3.116010758399397323e-03,7.125853021726547837e-08,7.549738777383683533e-04,5.540225449855632096e-03,0.000000000000000000e+00,7.311284613706859996e-03,1.325807984529349566e-02,7.776639542507508655e-03,1.834526216953015184e-03,0.000000000000000000e+00,1.534234982114317802e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.407495179202944728e-03,6.675101061462754282e-02
3.129569482283620641e-01,8.609378783320545403e-02,3.318501469375276791e-01,9.815940975428068607e-04,4.391356425785638423e-02,7.282516127612999161e-05,2.729547614242767636e-02,2.047253253538947396e-03,1.145382417436675848e-02,6.524400684083268625e-04,1.274311081385758049e-01,7.338119318833923321e-01,2.419728828649216849e-03,2.735700571034903605e-01,2.807540984162669104e-02,3.576566644598764277e-01,2.166376894334668180e-06,3.991969919648912684e-06,1.723250944614704866e-05,8.025935485311785596e-05,5.249576363579425186e-05,3.859102632337643859e-05,2.036528150008688699e-04,1.226503165240508793e-05,2.309916187509948205e-06,0.000000000000000000e+00,6.781569317725276685e-05,0.000000000000000000e+00,4.378912447806885427e-04,6.793475511429595171e-05,3.375548588281978414e-07,2.514001851547532291e-06,1.444990337156323877e-05,0.000000000000000000e+00,9.500264355454554697e-05,1.266500280569310887e-04,1.738956300114856477e-06,3.955319036727683612e-04,0.000000000000000000e+00,6.195773885939438686e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.100702201281508665e-03,3.282578886979865910e-05
1.868579182656157955e-06,4.706454420576323440e-03,5.661324871405437305e-04,7.447887143718208147e-01,2.617415986001394353e-03,4.444439288479103412e-01,7.970093384051626581e-03,9.675635210306886280e-02,8.296969145851785035e-03,1.080033184284328734e-01,1.266103070985576389e-04,2.767263088209135841e-05,6.207094376564292141e-04,2.987449385735316178e-03,1.452755140928741135e-03,7.736165706557603479e-08,8.173057809787419077e-07,4.372408933951867083e-02,2.123005487329059776e-03,2.038018330697393896e-02,7.093238299957640297e-03,1.493652445357846748e-01,1.113653908062715442e-01,4.754748371057310879e-02,4.952094149550120145e-02,0.000000000000000000e+00,2.704777708392306496e-02,0.000000000000000000e+00,3.854891069913029406e-02,4.978176490159837153e-03,5.911822111291808622e-04,2.438815602824310848e-05,3.559834887951211286e-05,0.000000000000000000e+00,2.199553719374354281e-03,7.446173676210409657e-04,6.747293919189681528e-03,3.497767259101392662e-02,0.000000000000000000e+00,2.031698726965999041e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.013289357141680558e-03,3.935339814531582658e-02
4.380544262358268548e-02,2.183895098929625189e-02,9.829337206630373025e-02,3.194253413721437514e-03,1.140348663834972048e-01,1.485613246206246682e-04,1.135576875733186469e-01,5.802473202544528724e-03,3.095806670161290255e-02,4.488560905304617892e-04,8.501436605663834634e-01,1.359459856681133061e-01,6.296743942754042846e-03,1.316836008496576615e-01,1.102318820857146536e-05,6.217663984389804272e-04,3.070581390760794283e-01,1.279560708452542027e-05,3.740673506641416398e-05,4.808797806248826074e-05,1.490848218324868947e-04,1.450136709341596185e-04,6.341034879316730490e-04,2.612032821642235720e-05,1.994597677997798324e-05,0.000000000000000000e+00,2.715155797959647706e-04,0.000000000000000000e+00,1.253282484936288918e-03,1.127234800302254740e-04,5.513834351681628835e-06,6.263669443632510063e-06,8.642242864830198678e-05,0.000000000000000000e+00,4.074126713413698197e-04,5.109695835129440247e-04,1.879094880952324303e-05,1.120890908797309796e-03,0.000000000000000000e+00,2.043859246294677662e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.256373320163988543e-03,7.950739154737019275e-05
2.508759968709463007e-06,2.868494318572369518e-03,3.662709700408930719e-04,3.839715402009789003e-01,1.680239513880638384e-03,3.996415771126431843e-02,5.108292142637108242e-03,1.987552724794648673e-02,1.731182250132392436e-02,9.303372265985495964e-05,6.615573129248088224e-05,4.271546720543254491e-05,9.931082858804238245e-02,1.906285220389564205e-03,9.622383799484851346e-04,1.682093633376239852e-07,8.343702122947465555e-07,9.409272639938580374e-02,9.519837335648590262e-04,1.776434294480905285e-02,1.049481500310507909e-01,3.817665502175481788e-03,2.129946652506375659e-01,4.549394174163670646e-01,4.998498298711135379e-01,0.000000000000000000e+00,1.242413125173333225e-03,0.000000000000000000e+00,4.170906648902998441e-03,8.665405885983322454e-03,7.919399377658842276e-03,6.457372346788110666e-04,1.150387512374995841e-02,0.000000000000000000e+00,2.693406916191332448e-02,1.951478726060284705e-02,1.637745814297509109e-02,2.129713853883825891e-02,0.000000000000000000e+00,5.740526961676813622e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.078155799364761164e-02,1.540116238565764420e-02
5.594738657303710734e-03,1.135482024329558274e-03,1.099894661888780115e-02,7.873977535561049902e-06,3.826335925925435782e-02,6.440491957380827436e-07,2.013725810088802526e-02,2.073248373357662646e-05,1.131049285494649181e-04,8.904401554703448153e-05,3.986689078340226178e-02,9.858485538454727637e-01,2.003927966834225560e-05,3.952923303914418485e-01,3.444426869962678994e-01,7.537257473070577696e-01,9.067244757088745166e-02,3.595564677800184841e-06,1.873990275513723000e-07,3.042051246523324340e-05,2.610796317704721644e-08,2.890599810524376348e-06,3.329385636542605318e-06,2.228187761378442119e-06,2.009045609886185005e-05,0.000000000000000000e+00,5.760225154779842808e-06,0.000000000000000000e+00,3.150184601155491820e-06,2.068156346079421401e-06,4.548822770153296639e-06,7.870522762765881742e-06,7.412034891336747238e-06,0.000000000000000000e+00,1.359817690513302490e-05,1.419413163928235025e-05,1.155179732792270499e-06,3.247367268160345332e-06,0.000000000000000000e+00,2.460087529811307824e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.104495628538634851e-05,3.644313507011786533e-07
