1.590273072204517746e-02,1.524060702654596033e-01,8.126699570765959502e-01,3.760665860685850626e-01,1.845604614543657623e-02,8.982435795738974438e-01,2.676614115019799733e-01,7.933058226440299621e-02,3.886842473730379413e-05,5.377614113416219477e-02,3.867026716903172213e-03,9.052467068501254821e-02,4.656243665743779346e-04,3.272624684785385533e-03,6.928331376599993624e-03,4.419142625993227234e-04,2.537803968437361002e-01,1.010809918351970177e-01,9.206093692111040332e-06,6.863662758763858034e-05,1.545572097524380655e-04,5.197198704266772079e-02,7.008560411434941288e-04,1.481872551271220205e-04,1.790670949823614723e-05,1.699524915385236794e-03,2.820411562544124500e-05,4.482177609854846368e-04,1.321536910634941910e-03,5.703732465451850876e-05,6.662806973339017064e-06,8.661252096300332747e-06,2.593720219984142761e-03,8.045008344450890205e-05,1.897844632717363188e-05,1.560239710197790762e-04,3.212650786131969336e-05,1.387941219936664196e-05,1.342141387449951630e-02,9.087679222360352553e-04,2.135853762254964446e-04,2.419619669770912230e-05,8.149125427063672793e-05,2.854537023286169754e-05,3.817587428315504482e-04,0.000000000000000000e+00,2.503464017237873838e-03,0.000000000000000000e+00,3.492638561391724072e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.976376144024361629e-06,3.831151537570080009e-04
7.377652814392811065e-01,2.078172989905174850e-01,6.720067142256128112e-02,5.788378694674141400e-02,1.561490483228684945e-03,1.012860516561421842e-01,2.470983796635877194e-01,7.935526029174101437e-01,5.619113823035509119e-05,1.513277862769034539e-02,3.141301385151227307e-03,2.111351413522612533e-02,3.333146629691120365e-04,2.219131201901502690e-02,1.019490381128078729e-02,5.580182322883459842e-05,1.253736323670776465e-03,8.257012524173636505e-05,5.792668511917118751e-05,2.283808425537892485e-04,1.293237785689706904e-03,2.972236003968510287e-01,3.304274750175157185e-04,9.201092229407931958e-05,1.629707881070735455e-04,1.958510208176051925e-01,6.679724961101124036e-05,2.076106110441516643e-04,1.141892314022296701e-03,2.159451966772755214e-06,2.212748291086610224e-04,7.462155948442741763e-05,1.797861201716169772e-05,3.137608205550675015e-06,2.448743745440329280e-05,2.259868299473841207e-05,1.459782431222613775e-08,4.724313112156181536e-04,2.154588139120846013e-01,1.866329754925050155e-02,2.851203373554194186e-05,1.988018127712149036e-05,4.802791457783327922e-05,1.034740055058376400e-04,2.592345836012415025e-04,0.000000000000000000e+00,4.893099532562531981e-03,0.000000000000000000e+00,3.013835975474908335e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.810001529180293674e-04,2.382071332846747650e-04
1.588317519270184275e-01,5.066673691064431211e-03,2.798567929128778498e-02,3.864475716523769755e-01,9.420421393634464957e-01,1.120314220807823273e-03,2.061868327193313588e-01,8.164921991461002605e-04,5.267461249786559163e-01,1.356244298174362206e-01,8.965065157242410043e-01,5.474458342250298169e-03,5.716956158520147824e-01,2.361554547370774217e-06,5.787483136717856810e-08,3.533881278237709783e-02,6.711619025019820899e-04,2.864421234379313161e-02,1.235920953503130996e-03,4.886239553647841669e-03,7.668852777547677593e-03,9.900145125033288634e-05,5.266704556558545977e-05,6.489462624287249681e-02,6.238531002125437958e-02,2.492395339423354717e-05,6.451947181104555158e-04,5.570323040365770043e-03,1.910433103290460344e-01,3.079581199907058860e-03,1.515699634952199365e-02,1.368760189047653353e-04,1.365320441373246013e-02,1.842413906649599154e-05,2.662045166881178292e-04,2.073492022323588764e-07,1.851540345959060922e-04,6.314617313187895556e-03,1.997509588299239795e-03,1.923811741245880095e-03,5.095301515838330597e-04,6.632801228618900738e-04,2.947312548261775932e-03,2.194259598732878488e-05,8.776642937019411145e-03,0.000000000000000000e+00,1.251059493358174955e-03,0.000000000000000000e+00,2.158889506289678357e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.098468836058130033e-01,5.536588513891386098e-05
4.165608365910813404e-01,5.263198729827965883e-01,1.040781450827206987e-02,2.628349123099291487e-02,1.330295209159505906e-03,1.025309036829407106e-01,3.767145843803401117e-01,8.572821935840138075e-01,5.507591029179858405e-02,9.701698183009023480e-02,2.486652784767763797e-05,4.292551217770446343e-04,2.134750638028893102e-03,5.713016071805838286e-02,2.092771391360401939e-02,1.583503830893785366e-02,3.473915794559002956e-02,1.797066158328279031e-03,3.867428011835913771e-03,2.890802701628349103e-04,1.011997315108451858e-03,2.976700325539378134e-01,4.223397514017425132e-04,7.786025435257061967e-04,1.760890654788846949e-07,7.644854841805021062e-02,3.621541447874341874e-05,1.178042470490710730e-04,1.098977625578004009e-03,6.620654439013760634e-05,1.412845929576391098e-04,7.153181175061322635e-04,1.598255563458029398e-03,7.308751259885416459e-05,2.807277226183751691e-04,1.177266427892272992e-05,2.346762580920343038e-04,2.330503511008164160e-04,1.210556150025745292e-01,8.632691029029325447e-03,5.557772830036347835e-05,4.720526553981367318e-06,2.778525746334512101e-04,2.451780765449228892e-05,1.637904797248018502e-04,0.000000000000000000e+00,2.066622800773221334e-03,0.000000000000000000e+00,2.183047990640204217e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.885777736738621025e-04,5.374578469776304310e-03
1.495137915878665125e-01,4.499502502213877375e-01,7.648160411845283946e-02,1.532923952307850557e-02,5.049612899899693155e-03,4.816808591301510040e-03,1.421057640596202765e-01,3.791657528584432835e-02,2.035245091552984609e-01,3.517731107707607226e-03,2.608059768058177547e-02,4.847964951610101575e-02,8.243366988231368500e-03,2.837649015576067507e-07,3.876953096452770507e-04,4.702498594965652257e-01,3.826648099856425761e-02,5.314898895053811641e-03,1.012865191915076311e-02,1.053519533395203380e-03,7.170955784143320799e-02,1.364097489335912641e-02,1.139680416666546091e-02,2.179059357454075571e-03,1.687647479501595160e-05,2.980437614436900334e-02,2.977878945449563249e-04,3.898561283110295013e-04,1.225755388183805497e-04,1.460425224451602708e-03,5.790232293752491707e-04,1.025909040678452469e-02,1.371126611852689463e-02,9.718294733825353499e-03,1.105522435900775820e-02,6.851498010679617050e-03,8.352057511579219495e-03,2.335302442226528524e-02,3.203901576791640810e-02,1.900406541035952183e-05,1.204872297306985515e-02,1.138693129329957504e-02,2.183491125129152343e-03,1.882515283673067211e-03,8.815609287876358460e-03,0.000000000000000000e+00,8.963032417207594110e-03,0.000000000000000000e+00,7.060339726631431612e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.495005228253959276e-02,1.039974161255970697e-01
1.529407340898535361e-01,4.498336929164309383e-02,1.701582581754886858e-01,1.659834355909490383e-02,1.268663372182040781e-03,4.329628936637609782e-02,1.605987094582762495e-02,4.137351019614053382e-01,1.548162690369058771e-02,7.737380478711083920e-02,1.094086412533891569e-03,3.967226470102996200e-02,1.352769488565568621e-03,6.898164202952653534e-01,1.794354159701060060e-03,2.365020664878633716e-03,1.916482018957386989e-04,8.437581565378138608e-04,2.032829100700801316e-03,4.874958398069239337e-04,2.352649837498719509e-05,6.432452347589816266e-02,3.340451394866828430e-07,8.389731613589610697e-05,5.576609081569255599e-06,1.513601501125379201e-04,1.099694361188028588e-04,1.154225073589421112e-05,6.455420167535576954e-05,5.232876597563509031e-05,1.764050670967362371e-04,3.475520736487923011e-05,9.634070424969723044e-04,6.490263763727229483e-04,5.256036869706816501e-04,4.213585242512729676e-04,4.797211029956442501e-04,1.610896533673631715e-04,4.480410163372025752e-03,1.571379892817037396e-04,2.154373525687775491e-04,6.061168779141109104e-05,5.047386034005978432e-04,2.779513962101060518e-07,1.865819073584224413e-05,0.000000000000000000e+00,4.794797034063512809e-04,0.000000000000000000e+00,1.180236508345041020e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.917799690637891216e-05,1.276179747345591343e-04
8.649539367194426787e-02,8.726211545006880982e-03,3.396379889176313199e-02,4.862830891086193652e-02,6.888281516019220119e-01,1.005142215663490694e-04,2.973467746514452115e-01,5.149755711914290993e-08,7.038760222198545691e-01,3.033957018352402210e-02,3.488158738396492931e-01,3.555636861799277293e-01,9.415871486196368823e-01,1.295062860963837660e-05,1.785127743047882568e-04,1.234970240347835618e-01,5.586655423077874216e-03,1.263577780705346099e-01,4.222648333185979874e-02,7.847210937060963842e-03,3.506494779613335278e-02,3.878421795475885526e-04,3.528898732019556880e-03,1.392708539762866349e-01,1.374555968475840162e-01,5.769387525119039567e-04,9.241793082979328153e-03,1.843291174422951456e-02,1.019272544653733736e-01,1.230240809323099663e-02,8.288092397758865500e-04,6.077338899914389372e-03,3.311313305781736493e-02,3.579367155971426278e-03,9.098117734506052734e-05,6.119861382763726841e-03,3.447136429967414921e-03,1.049710717732873881e-02,4.704823846746328773e-03,3.167251573589192903e-03,2.021942328888003734e-03,3.280316878598491404e-03,2.103753767734814397e-03,8.913094279108345688e-03,6.138837176112122568e-02,0.000000000000000000e+00,6.139198008207907668e-03,0.000000000000000000e+00,6.695922594278935942e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.863591666818944226e-01,2.897911921157762458e-02
9.203103260575727640e-02,2.230809387567358748e-01,2.573879773615829966e-05,9.169663345360916720e-03,8.129127980940066252e-04,6.599229564947477200e-02,1.950682140684788235e-01,3.889879320475930768e-01,2.722076187808329661e-02,3.690733307473507974e-02,2.254323078217407339e-07,2.075721994850595123e-03,5.917492064726818631e-04,1.931170392196429331e-01,5.488907366127782073e-01,2.593574926171205667e-03,2.205880216362272328e-01,4.629715060989472025e-02,3.122496378597056695e-03,5.885087306098745310e-04,3.057543925735567653e-04,2.910449573330953776e-01,2.799364746792757015e-04,5.083326699827632900e-04,2.722847419022072073e-05,1.888049406727705937e-01,2.721104061613081946e-04,4.321846127110854587e-06,8.018830361171915737e-04,1.553400651284225119e-05,1.167881303979748553e-04,2.096899165470418938e-04,1.645167737873249160e-03,5.126016821605600072e-05,1.281113401044196100e-05,1.726009039450444350e-05,4.769216536038065854e-05,1.765111406237294435e-03,9.813568285668844426e-02,2.985205625248680845e-03,7.484931868269576903e-04,8.733756531489150722e-04,5.353474030069231169e-04,4.975053506524700336e-04,6.332731166616174931e-04,0.000000000000000000e+00,3.770055766771828343e-03,0.000000000000000000e+00,4.880023512555273224e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.843304835625494760e-05,2.769588043001801250e-03
3.063549753780093685e-02,3.473337321100865294e-02,4.720401300143331133e-03,1.709898920115985634e-03,1.870712403549756875e-01,1.000131827723548580e-03,8.582995810195334641e-02,4.144478925123705666e-04,3.480724779758612719e-01,1.706186203905062371e-01,2.138547431504374263e-02,3.566256286048762880e-01,3.879023130315680801e-01,2.894231942066747255e-05,8.435707629467156470e-06,2.215539633660865843e-03,1.148140976021471901e-02,1.718367736694758341e-01,1.450905023904577040e-01,1.988017070119108692e-02,1.906027649374749389e-01,9.998945158162279249e-04,1.918308164600505683e-01,2.327815518334364064e-01,2.718346595363650975e-01,2.809218542588452511e-03,4.827754072514885662e-03,1.206884290203547733e-02,7.288953381186318026e-02,1.259081902798277978e-03,1.085769444397000350e-01,2.113068702756822903e-01,1.761063877787655552e-01,7.595862718235334154e-03,4.651934569830759765e-03,1.423075336794056740e-02,4.232947166867194466e-03,1.604301841436055892e-02,1.519316664125832311e-05,2.244764270817911056e-05,3.720947020008974135e-03,9.748272630700818495e-03,7.230376139177958385e-03,7.765378123707211873e-03,1.023509856645176026e-02,0.000000000000000000e+00,1.920095434292915515e-01,0.000000000000000000e+00,3.396639960943846973e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.134955425962735388e-02,5.875226175501013781e-02
2.518933283476672280e-02,5.705041577611568056e-03,1.263388118731036125e-03,8.258358461450355723e-03,5.535908151173628793e-05,4.376582736876477760e-03,1.153927959913801302e-02,4.436362684928123884e-02,2.074053732749299041e-05,2.971319876229730744e-03,2.367018720489338197e-04,1.346272606638484332e-02,9.216725396732399151e-05,9.456105025925460872e-01,7.219437500733853243e-03,3.325123912889812414e-05,2.176848158658952759e-01,7.032074654151522497e-02,1.924733968845843048e-04,5.454311444754086089e-04,7.136940069306160891e-04,2.753422361947257535e-01,4.652316280395035934e-06,3.242142648947858631e-06,1.914269300787762720e-06,8.054143370969461466e-03,3.053779713515678788e-04,4.333166126243229578e-04,6.740927272044113425e-06,3.259638787034973033e-04,5.103221254655516959e-04,8.977161302058423733e-05,1.722749729935715802e-03,5.295174687646893568e-04,3.232406840500049285e-04,3.036137000033999121e-04,2.649597504936482880e-04,5.049613910373490456e-06,6.118313791814976657e-03,8.477025677731426113e-04,7.387951142178925124e-04,5.547581066534246310e-06,1.314265135387262444e-04,8.601527959732463131e-05,3.201738172030046329e-04,0.000000000000000000e+00,1.480175858100050404e-04,0.000000000000000000e+00,3.720087159299151954e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.064375105902727276e-06,4.809910871786854435e-04
